,area,rooms,bathroom,parking_spaces,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),totalBRL
8998,460.0,7,5,5,1.0,9000.0,3129.0,136.0,9.414994033976548
8999,135.0,4,2,2,1300.0,6489.0,467.0,84.0,9.028938392241612
9000,64.0,2,1,1,210.0,1200.0,0.0,16.0,7.2633296174768365
9001,76.0,2,1,1,277.0,700.0,59.0,10.0,6.953684210870537
9002,170.0,6,4,4,0.0,7200.0,0.0,109.0,8.896998552743824
9003,85.0,2,1,1,735.0,2150.0,198.0,29.0,8.043342170441608
9004,49.0,2,1,1,0.0,1000.0,0.0,13.0,6.921658184151129
9005,128.0,4,2,0,1100.0,2000.0,10.0,26.0,8.051022208190679
9006,96.0,3,2,2,1616.0,1610.0,162.0,21.0,8.134467570277563
9007,45.0,1,1,1,1437.0,3000.0,382.0,39.0,8.488587934405903
9008,32.0,1,1,1,1500.0,3250.0,300.0,42.0,8.535622326884605
9009,37.0,1,1,0,340.0,1500.0,69.0,22.0,7.566311014772463
9010,335.0,4,4,4,0.0,10000.0,678.0,164.0,9.291090521661292
9011,56.0,2,1,1,860.0,1500.0,90.0,20.0,7.81237820598861
9012,330.0,1,3,8,0.0,3147.0,0.0,48.0,8.069655306886165
9013,21.0,1,1,0,0.0,2800.0,0.0,37.0,7.950854857719988
9014,300.0,5,5,4,0.0,6500.0,525.0,98.0,8.871224644409553
9015,373.0,4,4,4,350.0,6800.0,100.0,121.0,8.905444318789714
9016,53.0,2,1,1,600.0,1200.0,60.0,16.0,7.537430036586509
9017,156.0,3,3,3,1600.0,4900.0,917.0,63.0,8.920121751872404
9018,80.0,2,1,0,180.0,1250.0,0.0,19.0,7.27931883541462
9019,74.0,2,2,2,870.0,3300.0,270.0,42.0,8.40804774415544
9020,103.0,3,2,1,0.0,4200.0,250.0,64.0,8.415160465851086
9021,458.0,8,10,4,0.0,7000.0,419.0,115.0,8.927314111060596
9022,98.0,2,1,0,0.0,1500.0,58.0,25.0,7.367708572374371
9023,40.0,1,1,0,1.0,1000.0,6.0,16.0,6.931471805599453
9024,65.0,1,1,0,185.0,1300.0,63.0,17.0,7.356279876550748
9025,70.0,1,1,0,430.0,1300.0,17.0,17.0,7.475905969367397
9026,55.0,1,1,1,460.0,3200.0,30.0,47.0,8.226305988015508
9027,129.0,3,4,3,1650.0,2500.0,434.0,32.0,8.43750042250699
9028,46.0,1,1,1,270.0,750.0,15.0,11.0,6.953684210870537
9029,225.0,4,4,2,800.0,4445.0,352.0,79.0,8.644178203170727
9030,215.0,3,1,1,1100.0,4000.0,240.0,51.0,8.592671652592143
9031,100.0,3,3,2,120.0,2000.0,0.0,31.0,7.674152921281675
9032,68.0,1,1,1,600.0,1000.0,48.0,13.0,7.415776975415394
9033,82.0,3,1,1,709.0,1500.0,107.0,20.0,7.756623334538858
9034,90.0,2,3,0,620.0,2150.0,60.0,28.0,7.958227192322312
9035,250.0,5,2,6,0.0,9000.0,1417.0,136.0,9.263975921142093
9036,392.0,4,4,4,0.0,10000.0,1250.0,151.0,9.34145634983372
9037,134.0,3,4,2,1900.0,7000.0,466.0,91.0,9.15461622320382
9038,53.0,2,1,1,310.0,510.0,16.0,7.0,6.738152494595957
9039,165.0,2,2,0,0.0,2500.0,11.0,33.0,7.841885928984623
9040,59.0,2,1,1,270.0,1400.0,417.0,18.0,7.652545692693921
9041,55.0,1,1,1,340.0,900.0,50.0,14.0,7.173958319756794
9042,80.0,2,2,1,580.0,1809.0,226.0,9.0,7.872836175025724
9043,71.0,2,1,1,950.0,3140.0,190.0,41.0,8.371473537066832
9044,200.0,3,3,2,1.0,5980.0,175.0,107.0,8.74257423767064
9045,47.0,1,1,0,490.0,1200.0,26.0,16.0,7.457609289715606
9046,78.0,1,1,2,1980.0,6000.0,317.0,77.0,9.033006356693267
9047,70.0,2,1,0,0.0,1750.0,0.0,26.0,7.482681828154651
9048,44.0,1,1,1,520.0,3500.0,225.0,47.0,8.36474106822456
9049,56.0,2,1,1,380.0,1500.0,40.0,20.0,7.57095858316901
9050,70.0,3,2,2,360.0,1560.0,80.0,21.0,7.611842399580417
9051,150.0,3,3,2,1650.0,4000.0,142.0,51.0,8.67317077287059
9052,60.0,1,1,0,1400.0,2000.0,192.0,26.0,8.193953023563742
9053,200.0,3,4,4,2900.0,5500.0,1021.0,74.0,9.158625936289503
9054,250.0,4,5,4,3000.0,10000.0,0.0,127.0,9.482731125859004
9055,250.0,4,5,3,0.0,5000.0,565.0,76.0,8.637993891561942
9056,40.0,1,1,1,210.0,1180.0,20.0,18.0,7.264730177929867
9057,117.0,4,5,4,1523.0,3175.0,711.0,41.0,8.603554357064281
9058,104.0,3,1,0,600.0,650.0,69.0,9.0,7.192182058713246
9059,120.0,3,1,0,800.0,4500.0,234.0,58.0,8.629271094821588
9060,125.0,3,2,0,1300.0,2968.0,274.0,40.0,8.430109084509125
9061,33.0,2,1,0,300.0,1900.0,0.0,25.0,7.70796153183549
9062,99.0,3,2,1,1080.0,3500.0,192.0,46.0,8.480321716640333
9063,63.0,1,1,0,870.0,2600.0,0.0,33.0,8.161660452056282
9064,43.0,2,1,0,586.0,2000.0,63.0,26.0,7.892078421248119
9065,61.0,2,2,2,1023.0,3160.0,270.0,41.0,8.410720946905721
9066,76.0,2,2,1,1200.0,3700.0,167.0,48.0,8.540128162698734
9067,52.0,2,1,1,350.0,950.0,84.0,14.0,7.243512974665482
9068,39.0,1,1,0,350.0,1700.0,0.0,22.0,7.636752112435779
9069,126.0,3,1,1,1137.0,2200.0,125.0,33.0,8.159374736775426
9070,305.0,2,3,0,3500.0,5000.0,667.0,64.0,9.13043098874788
9071,80.0,2,2,0,931.0,2700.0,0.0,35.0,8.207129168071326
9072,85.0,2,1,1,450.0,1700.0,100.0,22.0,7.728855823852543
9073,74.0,3,2,2,402.0,2300.0,58.0,34.0,7.9355873855892
9074,130.0,3,2,1,1303.0,2300.0,172.0,30.0,8.244334047856094
9075,113.0,3,2,1,1000.0,3000.0,50.0,39.0,8.316300249036848
9076,108.0,2,1,3,0.0,5000.0,260.0,76.0,8.582418976333944
9077,270.0,4,4,4,0.0,10800.0,800.0,163.0,9.372544251851037
9078,111.0,3,4,3,2500.0,2700.0,704.0,35.0,8.68946441235669
9079,142.0,3,2,1,1732.0,2868.0,247.0,37.0,8.493924564476883
9080,48.0,1,1,1,240.0,1100.0,16.0,17.0,7.2254814727822945
9081,76.0,3,2,2,365.0,2500.0,37.0,32.0,7.984462732262196
9082,42.0,1,1,0,760.0,2260.0,147.0,29.0,8.069968149059841
9083,500.0,4,5,4,0.0,12750.0,2087.0,192.0,9.617870014133226
9084,375.0,4,4,4,4916.0,4700.0,3025.0,60.0,9.44943600950432
9085,690.0,4,5,2,4798.0,9500.0,1301.0,123.0,9.662752677191515
9086,172.0,4,4,3,1800.0,7500.0,792.0,96.0,9.229260256828693
9087,15.0,1,1,0,0.0,700.0,0.0,10.0,6.566672429803241
9088,130.0,3,2,2,2250.0,6500.0,415.0,84.0,9.132378830506472
9089,90.0,3,2,2,1320.0,1700.0,225.0,22.0,8.091933455979893
9090,68.0,3,2,2,550.0,2700.0,76.0,35.0,8.120291313968561
9091,260.0,4,4,4,0.0,14000.0,1834.0,211.0,9.683526431913219
9092,87.0,2,3,2,1200.0,3560.0,492.0,46.0,8.575273402492762
9093,80.0,2,1,0,0.0,1500.0,0.0,23.0,7.329093736246592
9094,20.0,1,1,0,602.0,1800.0,130.0,23.0,7.846198815497425
9095,140.0,2,1,2,0.0,5000.0,584.0,76.0,8.64135583403666
9096,45.0,2,1,1,176.0,1300.0,64.0,17.0,7.351158226430694
9097,230.0,3,4,4,1800.0,10000.0,715.0,127.0,9.444700778495557
9098,125.0,3,3,2,1550.0,3000.0,650.0,39.0,8.564076777315087
9099,80.0,2,1,0,800.0,1360.0,9.0,18.0,7.690743163541872
9100,22.0,1,1,1,587.0,4500.0,150.0,58.0,8.574707097616844
9101,280.0,4,3,3,0.0,2167.0,169.0,33.0,7.7706452341291765
9102,126.0,3,4,3,2500.0,3200.0,579.0,41.0,8.751632702472298
9103,64.0,3,2,1,600.0,1620.0,0.0,24.0,7.716460800176355
9104,70.0,2,1,1,950.0,3800.0,125.0,49.0,8.502079553606189
9105,65.0,2,1,0,0.0,1200.0,34.0,19.0,7.134093721192866
9106,98.0,3,1,0,400.0,1050.0,84.0,16.0,7.346655163176539
9107,136.0,3,3,2,230.0,2700.0,234.0,36.0,8.071218539969863
9108,80.0,2,2,2,0.0,2465.0,0.0,38.0,7.825644732219989
9109,54.0,2,1,1,300.0,1000.0,50.0,15.0,7.2196420401307355
9110,55.0,1,1,1,300.0,1000.0,50.0,15.0,7.2196420401307355
9111,190.0,3,2,1,1800.0,5100.0,417.0,66.0,8.907070776182689
9112,130.0,3,2,2,1310.0,6500.0,338.0,83.0,9.015784277513886
9113,54.0,2,1,1,670.0,1932.0,73.0,8.0,7.895063498091573
9114,200.0,3,4,4,3300.0,12000.0,1167.0,153.0,9.71842223507111
9115,150.0,3,3,2,2100.0,3600.0,499.0,46.0,8.739696537843024
9116,205.0,3,4,4,1700.0,6000.0,650.0,77.0,9.03931477492408
9117,310.0,3,3,2,0.0,10400.0,0.0,157.0,9.264923249746474
9118,250.0,3,4,4,0.0,4500.0,334.0,68.0,8.497602541651233
9119,60.0,2,1,1,0.0,1100.0,0.0,14.0,7.016609683894219
9120,66.0,2,2,1,750.0,2980.0,0.0,38.0,8.234564993267135
9121,176.0,3,4,3,2004.0,9500.0,584.0,121.0,9.410092463833022
9122,48.0,1,1,0,250.0,1300.0,34.0,19.0,7.38025578842646
9123,90.0,2,1,0,940.0,3490.0,234.0,45.0,8.457443187010464
9124,67.0,2,2,1,300.0,1700.0,0.0,25.0,7.613818684808629
9125,55.0,2,1,1,160.0,900.0,0.0,12.0,6.9782137426306985
9126,50.0,2,2,1,520.0,1550.0,100.0,20.0,7.692113339595466
9127,140.0,3,1,1,1200.0,4090.0,0.0,53.0,8.583729715216482
9128,18.0,1,1,0,540.0,880.0,101.0,12.0,7.335633981927201
9129,120.0,4,3,2,0.0,3250.0,0.0,44.0,8.100161446936607
9130,50.0,1,1,0,298.0,850.0,15.0,11.0,7.069023426578259
9131,220.0,3,4,3,0.0,4600.0,126.0,70.0,8.475746001502063
9132,25.0,1,1,1,1449.0,3070.0,700.0,39.0,8.567696173589344
9133,230.0,4,2,1,300.0,2850.0,190.0,38.0,8.12533508671429
9134,80.0,2,1,0,0.0,2200.0,0.0,34.0,7.711996507047669
9135,180.0,3,3,2,3000.0,7000.0,292.0,89.0,9.247732491193245
9136,62.0,2,1,0,50.0,1300.0,0.0,20.0,7.223295679562314
9137,440.0,3,2,3,100.0,10500.0,84.0,154.0,9.291090521661292
9138,200.0,3,3,3,3162.0,4790.0,876.0,61.0,9.09268232850795
9139,180.0,3,2,3,0.0,5100.0,250.0,75.0,8.598957493218878
9140,300.0,8,3,0,0.0,5100.0,250.0,91.0,8.601901919343192
9141,360.0,6,2,0,1.0,6000.0,688.0,99.0,8.823058934301647
9142,55.0,2,2,0,740.0,2000.0,220.0,26.0,8.00202481821611
9143,400.0,4,6,4,0.0,15000.0,1875.0,226.0,9.746892220313054
9144,19.0,1,1,0,0.0,1200.0,41.0,16.0,7.1372784372603855
9145,326.0,4,7,4,0.0,4200.0,184.0,64.0,8.400434630806041
9146,240.0,4,4,3,8000.0,2000.0,2000.0,26.0,9.395241931033524
9147,35.0,1,1,0,0.0,1600.0,0.0,25.0,7.3938782901077555
9148,110.0,3,1,0,1100.0,1800.0,131.0,24.0,8.024862150286411
9149,103.0,2,3,2,7000.0,9000.0,500.0,115.0,9.71842223507111
9150,273.0,3,5,4,2695.0,10900.0,1057.0,139.0,9.60177416667137
9151,250.0,4,5,2,0.0,8000.0,338.0,121.0,9.04310445260027
9152,67.0,2,2,1,413.0,1240.0,55.0,19.0,7.454719949364001
9153,45.0,1,1,1,2000.0,4850.0,334.0,62.0,8.888342869109282
9154,19.0,1,1,0,0.0,1200.0,0.0,16.0,7.104144092987527
9155,90.0,3,2,1,1300.0,2050.0,230.0,27.0,8.190908881182514
9156,143.0,3,3,2,1900.0,8400.0,539.0,107.0,9.301186055275759
9157,75.0,2,1,1,1200.0,2380.0,196.0,31.0,8.244859395911256
9158,115.0,3,2,1,1200.0,2900.0,317.0,38.0,8.40200678160712
9159,100.0,3,2,2,400.0,2300.0,165.0,31.0,7.9714309977693505
9160,63.0,2,2,1,184.0,4400.0,136.0,56.0,8.471568013389962
9161,70.0,2,2,1,1100.0,2500.0,230.0,33.0,8.259458195332408
9162,80.0,3,2,2,400.0,2500.0,126.0,34.0,8.026496938945412
9163,215.0,3,4,2,0.0,5000.0,318.0,76.0,8.593227877692234
9164,75.0,3,2,1,550.0,2125.0,67.0,27.0,7.926602599181384
9165,35.0,1,1,0,250.0,1305.0,0.0,17.0,7.360739903058278
9166,400.0,3,5,4,3830.0,3500.0,1419.0,45.0,9.081938657171658
9167,109.0,4,2,3,280.0,1950.0,63.0,29.0,7.750614732770409
9168,75.0,2,2,1,684.0,1800.0,84.0,24.0,7.860570785538664
9169,23.0,1,1,0,399.0,2150.0,0.0,28.0,7.8547691834991324
9170,172.0,4,3,2,1050.0,8300.0,180.0,106.0,9.173365135851288
9171,73.0,2,2,1,550.0,2160.0,105.0,28.0,7.952966790923131
9172,25.0,1,1,0,240.0,750.0,22.0,11.0,6.931471805599453
9173,56.0,2,1,1,420.0,1050.0,24.0,14.0,7.319202458767849
9174,96.0,2,1,2,880.0,1648.0,80.0,21.0,7.874739125171811
9175,240.0,3,2,3,0.0,5900.0,500.0,89.0,8.778017809698136
9176,57.0,2,1,1,540.0,3500.0,135.0,45.0,8.347827345782498
9177,130.0,3,2,1,2000.0,8700.0,650.0,113.0,9.346705246496699
9178,35.0,1,1,1,1400.0,2800.0,205.0,36.0,8.398860004454372
9179,115.0,3,2,1,826.0,2300.0,195.0,30.0,8.117312461601975
9180,45.0,2,1,0,74.0,1040.0,42.0,16.0,7.067319848653476
9181,40.0,1,1,0,450.0,2390.0,114.0,31.0,8.001689978099135
9182,95.0,3,1,1,1434.0,3500.0,230.0,46.0,8.558527054909215
9183,60.0,2,2,1,1680.0,6000.0,200.0,77.0,8.981932990986873
9184,160.0,4,2,2,1448.0,2800.0,207.0,36.0,8.410053315858335
9185,315.0,3,4,3,1715.0,5000.0,340.0,64.0,8.87066300440602
9186,365.0,4,4,3,3500.0,8800.0,459.0,118.0,9.463508636396089
9187,45.0,2,1,1,284.0,1100.0,0.0,14.0,7.243512974665482
9188,108.0,2,1,0,450.0,2125.0,47.0,28.0,7.8826922062890254
9189,76.0,3,2,2,450.0,2200.0,120.0,28.0,7.937017489515454
9190,140.0,4,3,2,1720.0,4000.0,284.0,54.0,8.70930004894499
9191,30.0,1,1,0,0.0,750.0,57.0,10.0,6.706862336602747
9192,50.0,2,2,1,262.0,1400.0,63.0,18.0,7.463936604468925
9193,16.0,1,1,0,0.0,850.0,9.0,11.0,6.769641976852503
9194,110.0,2,1,0,260.0,2100.0,92.0,31.0,7.81762544305337
9195,270.0,4,4,4,0.0,10800.0,800.0,163.0,9.372544251851037
9196,125.0,3,1,0,650.0,2700.0,142.0,35.0,8.168486417126681
9197,46.0,2,1,1,250.0,970.0,42.0,13.0,7.151485463904735
9198,55.0,2,2,1,480.0,2000.0,9.0,26.0,7.830425617820331
9199,82.0,3,2,2,903.0,1500.0,59.0,20.0,7.817222785508166
9200,42.0,1,1,0,682.0,1800.0,56.0,24.0,7.848933726364071
9201,285.0,3,2,0,1000.0,6000.0,492.0,80.0,8.932344569113823
9202,76.0,2,2,1,500.0,1350.0,5.0,18.0,7.535830462798367
9203,338.0,4,2,2,0.0,4300.0,190.0,66.0,8.424419791263883
9204,300.0,6,8,3,0.0,10900.0,1917.0,164.0,9.471242028892995
9205,30.0,1,1,1,1700.0,4600.0,0.0,59.0,8.757783656334167
9206,320.0,5,5,3,320.0,8000.0,267.0,121.0,9.07211225269274
9207,80.0,2,1,0,171.0,1900.0,50.0,28.0,7.673223121121708
9208,43.0,1,1,0,350.0,1080.0,57.0,14.0,7.31455283232408
9209,102.0,2,2,2,0.0,3400.0,248.0,52.0,8.216358332386156
9210,47.0,2,1,1,350.0,1000.0,0.0,13.0,7.218176838403408
9211,120.0,4,2,1,1890.0,12000.0,367.0,155.0,9.575747082838362
9212,178.0,3,3,3,1840.0,7500.0,542.0,100.0,9.208638925336425
9213,27.0,1,1,0,0.0,1480.0,0.0,19.0,7.313220387090301
9214,174.0,4,2,1,1682.0,2400.0,500.0,31.0,8.4368504387337
9215,40.0,1,1,1,350.0,1780.0,0.0,23.0,7.675081857716334
9216,64.0,1,2,1,800.0,2600.0,0.0,33.0,8.141481041457421
9217,252.0,3,4,1,250.0,2500.0,165.0,34.0,7.989560449333865
9218,85.0,2,1,0,400.0,870.0,56.0,13.0,7.200424892944957
9219,101.0,3,2,2,1097.0,3200.0,319.0,41.0,8.446341450444287
9220,44.0,1,2,0,140.0,1350.0,100.0,20.0,7.384610383176974
9221,200.0,3,2,1,1618.0,2380.0,161.0,31.0,8.340694647925071
9222,55.0,2,2,1,202.0,1000.0,67.0,14.0,7.157735484249907
9223,200.0,4,3,3,2400.0,6400.0,0.0,82.0,9.0918946167697
9224,240.0,3,3,3,4132.0,3800.0,952.0,49.0,9.097619501912064
9225,90.0,3,2,1,1270.0,3170.0,225.0,41.0,8.456806041401142
9226,31.0,1,1,0,330.0,1330.0,0.0,17.0,7.425357887027151
9227,240.0,4,3,4,2677.0,7200.0,161.0,96.0,9.223355309053677
9228,118.0,4,3,3,920.0,2500.0,326.0,34.0,8.237743803890933
9229,350.0,4,5,2,0.0,15000.0,667.0,226.0,9.673508190212637
9230,65.0,3,2,1,526.0,2090.0,21.0,27.0,7.887959336599945
9231,145.0,3,2,1,2400.0,5800.0,500.0,75.0,9.079776001955066
9232,93.0,3,2,2,1000.0,3400.0,209.0,44.0,8.445482343862237
9233,98.0,1,2,2,1750.0,8400.0,580.0,107.0,9.291090521661292
9234,174.0,3,1,2,0.0,3600.0,284.0,55.0,8.27893600229198
9235,160.0,4,4,3,1646.0,4700.0,750.0,60.0,8.875846177738598
9236,200.0,4,5,3,1650.0,3700.0,600.0,47.0,8.699181359308954
9237,80.0,2,2,2,50.0,1850.0,173.0,28.0,7.650644551436897
9238,50.0,2,1,1,520.0,1490.0,0.0,19.0,7.615791072035833
9239,115.0,3,3,3,655.0,3100.0,272.0,42.0,8.311398278436641
9240,20.0,1,1,0,602.0,1800.0,130.0,23.0,7.846198815497425
9241,12732.0,3,2,0,700.0,1600.0,96.0,21.0,7.790696031174738
9242,38.0,1,1,0,330.0,3000.0,38.0,39.0,8.133880887949207
9243,42.0,1,1,1,260.0,1200.0,65.0,18.0,7.342131730584722
9244,380.0,2,4,0,3490.0,6800.0,2863.0,87.0,9.491073355339758
9245,70.0,2,1,1,500.0,1500.0,63.0,20.0,7.642044402873258
9246,37.0,1,1,1,1700.0,1196.0,0.0,16.0,7.976938756959434
9247,31.0,1,1,0,400.0,1350.0,67.0,18.0,7.515344571180436
9248,156.0,2,4,2,2690.0,10000.0,520.0,127.0,9.498597279178806
9249,100.0,3,3,2,1100.0,4350.0,350.0,56.0,8.675392806089782
9250,50.0,2,1,1,226.0,750.0,0.0,10.0,6.894670039433482
9251,116.0,2,2,2,1215.0,8000.0,250.0,102.0,9.166179476190413
9252,25.0,1,1,0,20.0,1200.0,25.0,19.0,7.142827401161621
9253,260.0,4,5,0,1920.0,13000.0,138.0,174.0,9.631088103615504
9254,102.0,2,1,0,407.0,1600.0,103.0,24.0,7.666221925662725
9255,160.0,2,3,2,1500.0,4210.0,225.0,54.0,8.697846691109495
9256,95.0,3,2,2,882.0,2200.0,173.0,30.0,8.097426298597213
9257,189.0,4,4,4,2326.0,12000.0,817.0,153.0,9.635673464721814
9258,22.0,1,1,1,450.0,1900.0,84.0,25.0,7.807916628926408
9259,400.0,4,3,3,0.0,7000.0,900.0,106.0,8.988071438072634
9260,280.0,4,4,5,850.0,6500.0,384.0,87.0,8.96469555531546
9261,45.0,1,1,0,340.0,950.0,42.0,14.0,7.205635176410364
9262,50.0,2,1,1,650.0,1260.0,100.0,16.0,7.614312146452
9263,61.0,3,2,0,400.0,1500.0,96.0,20.0,7.6093665379542115
9264,100.0,2,2,1,860.0,1600.0,0.0,21.0,7.8168199657645525
9265,78.0,2,2,1,560.0,2750.0,0.0,35.0,8.11552088154677
9266,140.0,3,2,1,1900.0,5000.0,334.0,65.0,8.895629627136483
9267,220.0,3,4,2,2000.0,3900.0,750.0,50.0,8.81001204797317
9268,105.0,3,2,2,350.0,1500.0,135.0,20.0,7.603897968521881
9269,550.0,3,3,5,0.0,7500.0,350.0,123.0,8.983941527941301
9270,250.0,4,6,4,3000.0,14500.0,875.0,184.0,9.828817884199099
9271,30.0,1,1,0,700.0,1550.0,58.0,20.0,7.753194269884341
9272,90.0,2,3,2,1054.0,2100.0,196.0,28.0,8.12533508671429
9273,110.0,2,3,2,1500.0,2310.0,409.0,30.0,8.354674261918463
9274,65.0,2,2,2,717.0,2000.0,0.0,26.0,7.917171988845776
9275,160.0,1,4,2,1000.0,3500.0,10.0,45.0,8.424200324567073
9276,34.0,1,1,1,550.0,3800.0,109.0,49.0,8.413830678421084
9277,65.0,2,1,1,500.0,950.0,38.0,14.0,7.315218389752975
9278,355.0,4,5,5,5700.0,15000.0,2977.0,191.0,10.080419612045645
9279,100.0,2,1,0,750.0,1200.0,1680.0,16.0,8.20166019080868
9280,320.0,3,3,2,2000.0,8500.0,340.0,108.0,9.301186055275759
9281,42.0,1,1,0,480.0,1900.0,84.0,25.0,7.820037989458753
9282,79.0,2,2,1,678.0,2800.0,4.0,36.0,8.165932137321585
9283,130.0,2,2,2,1750.0,3000.0,284.0,39.0,8.531884740159228
9284,84.0,2,2,0,850.0,6000.0,250.0,77.0,8.878776071707552
9285,300.0,3,3,4,1.0,3800.0,450.0,58.0,8.368693183097793
9286,74.0,2,1,1,650.0,1700.0,0.0,22.0,7.771910256435763
9287,450.0,4,4,3,0.0,11500.0,875.0,173.0,9.437555622660446
9288,27.0,1,1,0,100.0,960.0,75.0,15.0,7.048386408721883
9289,84.0,3,2,2,900.0,2800.0,740.0,36.0,8.406708458240965
9290,93.0,3,3,0,1221.0,5500.0,367.0,70.0,8.876125585396185
9291,58.0,2,2,2,450.0,2550.0,0.0,38.0,8.019283792916793
9292,130.0,3,2,0,0.0,1400.0,10.0,22.0,7.267525427828172
9293,35.0,1,1,1,1050.0,2600.0,317.0,33.0,8.294299608857235
9294,156.0,3,2,1,1500.0,5500.0,267.0,70.0,8.900821604915228
9295,250.0,4,3,3,0.0,5000.0,334.0,76.0,8.596189197642735
9296,109.0,3,2,2,400.0,1800.0,130.0,24.0,7.764296006450518
9297,40.0,1,2,1,550.0,807.0,43.0,3.0,7.247080584585756
9298,75.0,3,2,1,487.0,1280.0,109.0,18.0,7.546974117516527
9299,100.0,3,3,2,980.0,6300.0,491.0,80.0,8.968523555396352
9300,60.0,2,1,1,545.0,1210.0,75.0,16.0,7.52131798019924
9301,110.0,3,3,2,560.0,3200.0,88.0,49.0,8.268218880067506
9302,63.0,3,1,1,200.0,1000.0,65.0,14.0,7.154615356913663
9303,550.0,3,5,8,0.0,10000.0,3825.0,151.0,9.545454543987825
9304,112.0,3,2,2,1239.0,2670.0,188.0,34.0,8.326516830239528
9305,115.0,3,2,1,0.0,10000.0,0.0,151.0,9.225327501784431
9306,65.0,2,1,1,566.0,1100.0,84.0,15.0,7.476472381163905
9307,65.0,3,2,2,180.0,913.0,90.0,13.0,7.087573705557973
9308,200.0,4,2,1,2188.0,4250.0,400.0,55.0,8.83840674707681
9309,46.0,2,1,1,750.0,1800.0,230.0,24.0,7.9391588179567965
9310,320.0,4,5,4,0.0,7000.0,700.0,106.0,8.962776046120291
9311,140.0,3,2,0,1345.0,3200.0,300.0,42.0,8.494538500851432
9312,87.0,3,3,2,1300.0,4000.0,150.0,59.0,8.61431990214696
9313,78.0,1,1,1,775.0,2300.0,128.0,31.0,8.081784206935001
9314,25.0,1,1,0,290.0,2000.0,130.0,26.0,7.802618063442671
9315,50.0,2,2,1,560.0,2800.0,67.0,36.0,8.150179269682326
9316,40.0,1,1,0,530.0,1949.0,100.0,26.0,7.8655717576847906
9317,30.0,1,1,1,0.0,500.0,0.0,7.0,6.230481447578482
9318,65.0,3,1,1,175.0,1100.0,0.0,15.0,7.1631723908466425
9319,181.0,3,3,2,286.0,2400.0,1300.0,43.0,8.301521654940728
9320,503.0,5,5,4,0.0,6000.0,407.0,99.0,8.780633799494984
9321,50.0,1,1,0,0.0,1200.0,0.0,19.0,7.106606137727303
9322,180.0,3,3,1,2300.0,6500.0,117.0,84.0,9.105202053852878
9323,180.0,3,3,2,2000.0,7200.0,900.0,92.0,9.229260256828693
9324,75.0,2,1,0,180.0,1600.0,0.0,24.0,7.498315870766981
9325,70.0,3,2,1,377.0,950.0,70.0,13.0,7.252053951852814
9326,40.0,1,1,0,0.0,2000.0,0.0,30.0,7.616283561580385
9327,100.0,3,2,1,450.0,1600.0,50.0,21.0,7.660114319173928
9328,22.0,1,1,1,471.0,2200.0,55.0,28.0,7.9211727215870145
9329,50.0,2,2,1,400.0,1200.0,124.0,16.0,7.462214939768189
9330,90.0,3,1,2,1250.0,4100.0,300.0,52.0,8.648747631156539
9331,150.0,3,3,2,0.0,3400.0,265.0,56.0,8.222016437202196
9332,20.0,1,1,0,150.0,3142.0,67.0,40.0,8.131530710604252
9333,120.0,2,1,1,0.0,3500.0,100.0,53.0,8.203577736937952
9334,50.0,2,2,1,440.0,1450.0,50.0,19.0,7.580699752224563
9335,93.0,2,2,1,200.0,1200.0,64.0,16.0,7.300472814267799
9336,18.0,1,1,0,0.0,1720.0,0.0,22.0,7.463363045520021
9337,30.0,1,1,0,260.0,1490.0,15.0,22.0,7.488852955733459
9338,80.0,2,1,1,484.0,1600.0,135.0,21.0,7.714677473800927
9339,46.0,1,1,1,450.0,1500.0,46.0,22.0,7.610357618312838
9340,90.0,2,2,0,735.0,1000.0,97.0,13.0,7.520776415062797
9341,75.0,2,2,0,591.0,2400.0,150.0,31.0,8.062432791583195
9342,136.0,4,3,3,1240.0,3900.0,434.0,52.0,8.635331719433278
9343,30.0,1,1,0,70.0,1100.0,9.0,14.0,7.085064293952548
9344,58.0,2,2,1,761.0,1190.0,105.0,16.0,7.636752112435779
9345,95.0,2,2,0,621.0,1550.0,82.0,20.0,7.729295674310482
9346,39.0,1,1,0,290.0,550.0,24.0,9.0,6.773080375655535
9347,170.0,4,3,3,1800.0,6000.0,881.0,80.0,9.078179468373843
9348,59.0,2,1,1,437.0,1000.0,20.0,13.0,7.293697720601438
9349,46.0,1,1,1,870.0,2500.0,158.0,34.0,8.178358165605836
9350,124.0,3,1,0,1200.0,1200.0,100.0,16.0,7.830822995135316
9351,160.0,4,3,2,1550.0,6200.0,375.0,80.0,9.012620873002131
9352,85.0,3,1,1,275.0,1600.0,62.0,22.0,7.580699752224563
9353,80.0,2,1,1,800.0,2499.0,117.0,33.0,8.146129510025405
9354,50.0,1,1,1,718.0,1600.0,13.0,21.0,7.763446388727362
9355,110.0,3,3,3,1250.0,4500.0,355.0,58.0,8.726481196440007
9356,62.0,2,1,1,100.0,1050.0,84.0,14.0,7.130098510125578
9357,500.0,4,6,6,0.0,5510.0,2084.0,83.0,8.946114375560743
9358,230.0,3,4,2,2662.0,5900.0,680.0,75.0,9.139703292376742
9359,115.0,3,3,1,485.0,1750.0,172.0,24.0,7.796469243086058
9360,285.0,4,4,2,0.0,3000.0,200.0,50.0,8.086717920303906
