,carat,depth,table,x,y,z,price
45462,0.55,61.7,54.0,5.26,5.27,3.25,7.424165281042028
45463,0.55,61.8,57.0,5.23,5.28,3.25,7.424761761823209
45464,0.54,61.7,58.0,5.24,5.27,3.24,7.424761761823209
45465,0.53,61.5,56.0,5.18,5.23,3.2,7.424761761823209
45466,0.53,61.8,56.0,5.17,5.21,3.21,7.424761761823209
45467,0.5,62.6,58.0,5.12,5.07,3.19,7.424761761823209
45468,0.5,62.9,55.0,5.11,5.07,3.2,7.424761761823209
45469,0.5,62.9,60.0,5.1,5.07,3.2,7.424761761823209
45470,0.5,62.0,58.0,5.09,5.07,3.15,7.424761761823209
45471,0.5,62.0,56.0,5.1,5.06,3.15,7.424761761823209
45472,0.5,62.3,57.0,5.08,5.04,3.15,7.424761761823209
45473,0.5,62.8,60.0,5.08,5.02,3.17,7.424761761823209
45474,0.5,62.7,59.0,5.06,5.02,3.16,7.424761761823209
45475,0.72,61.3,59.0,5.81,5.76,3.55,7.424761761823209
45476,0.76,58.8,59.0,5.97,5.93,3.5,7.424761761823209
45477,0.57,59.5,60.0,5.43,5.42,3.23,7.424761761823209
45478,0.52,60.3,56.0,5.24,5.27,3.17,7.425357887027151
45479,0.56,61.9,55.0,5.29,5.31,3.28,7.425357887027151
45480,0.51,62.2,57.0,5.11,5.14,3.19,7.425953657077541
45481,0.51,62.2,58.0,5.1,5.12,3.18,7.425953657077541
45482,0.5,61.7,53.0,5.14,5.16,3.18,7.425953657077541
45483,0.51,62.4,55.0,5.12,5.14,3.2,7.425953657077541
45484,0.53,61.7,56.0,5.21,5.23,3.22,7.425953657077541
45485,0.53,61.6,55.0,5.2,5.22,3.21,7.425953657077541
45486,0.53,61.8,56.0,5.22,5.26,3.24,7.425953657077541
45487,0.5,62.4,58.0,5.04,5.06,3.15,7.425953657077541
45488,0.5,64.5,62.3,4.92,4.93,3.17,7.425953657077541
45489,0.53,63.5,59.0,5.17,5.13,3.27,7.425953657077541
45490,0.6,60.2,60.0,5.45,5.48,3.29,7.426549072397305
45491,0.56,60.0,57.0,5.41,5.38,3.24,7.426549072397305
45492,0.55,61.3,55.0,5.29,5.31,3.25,7.426549072397305
45493,0.52,62.0,56.0,5.17,5.19,3.21,7.426549072397305
45494,0.5,62.0,55.1,5.05,5.11,3.16,7.426549072397305
45495,0.5,62.5,52.4,5.07,5.11,3.18,7.426549072397305
45496,0.51,60.0,59.0,5.18,5.22,3.12,7.427144133408616
45497,0.52,60.0,61.5,5.19,5.23,3.13,7.427144133408616
45498,0.58,62.1,56.0,5.32,5.34,3.31,7.427144133408616
45499,0.54,60.5,56.0,5.27,5.29,3.2,7.427144133408616
45500,0.54,59.8,58.0,5.29,5.34,3.18,7.427144133408616
45501,0.51,60.4,56.0,5.18,5.21,3.14,7.427144133408616
45502,0.57,60.0,61.0,5.36,5.43,3.24,7.427144133408616
45503,0.54,62.7,57.0,5.22,5.14,3.25,7.427738840532894
45504,0.61,61.4,56.0,5.46,5.42,3.34,7.427738840532894
45505,1.0,58.3,58.0,6.61,6.51,3.82,7.427738840532894
45506,0.53,62.6,58.0,5.14,5.18,3.23,7.428333194190806
45507,0.52,60.7,54.0,5.22,5.29,3.19,7.428333194190806
45508,0.5,61.2,55.0,5.07,5.12,3.12,7.428333194190806
45509,0.56,60.7,57.0,5.27,5.34,3.22,7.428333194190806
45510,0.55,60.3,57.0,5.32,5.37,3.23,7.428333194190806
45511,0.51,61.5,57.0,5.11,5.16,3.16,7.428333194190806
45512,0.55,59.5,62.0,5.3,5.35,3.17,7.428333194190806
45513,0.64,61.2,62.0,5.56,5.52,3.39,7.428333194190806
45514,0.52,61.0,57.0,5.22,5.2,3.18,7.428333194190806
45515,0.58,62.3,54.0,5.39,5.43,3.37,7.428927194802272
45516,0.58,61.7,57.0,5.35,5.42,3.32,7.428927194802272
45517,0.43,61.3,55.0,4.86,4.89,2.99,7.428927194802272
45518,0.53,62.3,55.0,5.2,5.17,3.23,7.428927194802272
45519,0.53,62.3,56.0,5.18,5.15,3.22,7.428927194802272
45520,0.53,62.0,57.0,5.23,5.19,3.23,7.428927194802272
45521,0.5,61.1,58.0,5.18,5.09,3.14,7.428927194802272
45522,0.54,61.8,55.0,5.26,5.22,3.24,7.429520842786462
45523,0.57,61.6,56.0,5.37,5.34,3.3,7.429520842786462
45524,0.54,61.1,59.0,5.2,5.24,3.19,7.429520842786462
45525,0.57,61.4,55.0,5.34,5.35,3.28,7.429520842786462
45526,0.5,61.4,57.0,5.08,5.11,3.12,7.429520842786462
45527,0.59,62.1,56.0,5.36,5.4,3.34,7.429520842786462
45528,0.54,61.4,57.0,5.23,5.2,3.2,7.429520842786462
45529,0.5,59.3,62.0,5.25,5.18,3.09,7.429520842786462
45530,0.56,61.1,55.9,5.33,5.35,3.26,7.430114138561801
45531,0.54,60.8,62.0,5.22,5.24,3.18,7.430114138561801
45532,0.56,60.2,56.0,5.35,5.37,3.23,7.430707082545968
45533,0.55,61.2,56.0,5.26,5.3,3.23,7.430707082545968
45534,0.81,66.2,58.0,5.78,5.74,3.81,7.431299675155903
45535,0.51,60.4,55.0,5.48,5.18,3.16,7.431299675155903
45536,0.56,62.4,56.0,5.27,5.23,3.28,7.431299675155903
45537,0.51,61.4,56.0,5.16,5.13,3.16,7.431299675155903
45538,0.51,60.6,56.0,5.19,5.17,3.14,7.431299675155903
45539,0.51,61.0,58.0,5.17,5.1,3.13,7.431299675155903
45540,0.51,62.1,58.0,5.12,5.09,3.17,7.431299675155903
45541,0.51,62.9,55.0,5.12,5.08,3.21,7.431299675155903
45542,0.51,62.9,57.0,5.11,5.09,3.21,7.431299675155903
45543,0.51,61.8,55.0,5.18,5.14,3.19,7.431299675155903
45544,0.51,60.1,60.0,5.17,5.15,3.1,7.431299675155903
45545,0.51,61.0,60.0,5.18,5.15,3.15,7.431299675155903
45546,0.51,60.3,59.0,5.22,5.2,3.14,7.431299675155903
45547,0.51,62.3,57.0,5.13,5.08,3.18,7.431299675155903
45548,0.51,62.4,57.0,5.13,5.09,3.19,7.431299675155903
45549,0.51,61.6,56.0,5.12,5.1,3.15,7.431299675155903
45550,0.51,61.7,55.0,5.16,5.11,3.17,7.431299675155903
45551,0.51,61.6,58.0,5.14,5.12,3.16,7.431299675155903
45552,0.51,60.9,59.0,5.19,5.13,3.14,7.431299675155903
45553,0.51,60.1,60.0,5.18,5.14,3.1,7.431299675155903
45554,0.51,62.8,56.0,5.09,5.07,3.19,7.431299675155903
45555,0.51,63.2,57.0,5.08,5.05,3.2,7.431299675155903
45556,0.54,59.0,60.0,5.38,5.32,3.15,7.431299675155903
45557,0.56,59.8,56.0,5.35,5.38,3.21,7.4318919168078
45558,0.5,63.0,57.0,5.03,5.06,3.18,7.4318919168078
45559,0.64,60.7,59.0,5.51,5.59,3.37,7.4318919168078
45560,0.53,64.2,56.0,5.11,5.14,3.29,7.4318919168078
45561,0.52,62.6,57.0,5.09,5.17,3.21,7.432483807917119
45562,0.52,63.3,55.0,5.09,5.12,3.23,7.432483807917119
45563,0.52,61.8,55.0,5.17,5.19,3.2,7.432483807917119
45564,0.52,62.3,55.0,5.14,5.16,3.21,7.432483807917119
45565,0.52,61.1,57.0,5.18,5.2,3.17,7.432483807917119
45566,0.52,59.5,57.0,5.25,5.27,3.13,7.432483807917119
45567,0.52,61.2,60.0,5.13,5.19,3.16,7.432483807917119
45568,0.52,60.7,58.0,5.17,5.21,3.15,7.432483807917119
45569,0.52,60.3,60.0,5.17,5.21,3.13,7.432483807917119
45570,0.52,62.5,56.0,5.15,5.18,3.23,7.432483807917119
45571,0.52,62.2,56.0,5.11,5.15,3.19,7.432483807917119
45572,0.52,61.1,55.0,5.2,5.27,3.2,7.432483807917119
45573,0.52,62.7,56.0,5.14,5.16,3.23,7.432483807917119
45574,0.52,61.1,58.0,5.16,5.19,3.16,7.432483807917119
45575,0.52,62.4,59.0,5.13,5.16,3.21,7.432483807917119
45576,0.52,61.7,55.0,5.16,5.21,3.2,7.432483807917119
45577,0.52,61.7,56.0,5.17,5.21,3.2,7.432483807917119
45578,0.52,61.1,55.0,5.15,5.19,3.16,7.432483807917119
45579,0.52,61.8,55.0,5.17,5.21,3.21,7.432483807917119
45580,0.52,62.4,60.0,5.11,5.12,3.19,7.432483807917119
45581,0.52,60.9,55.0,5.16,5.22,3.16,7.432483807917119
45582,0.52,61.2,56.0,5.16,5.23,3.18,7.432483807917119
45583,0.52,62.4,56.0,5.11,5.15,3.2,7.432483807917119
45584,0.52,62.7,57.0,5.12,5.15,3.22,7.432483807917119
45585,0.52,62.0,55.0,5.14,5.19,3.2,7.432483807917119
45586,0.52,61.9,56.0,5.12,5.16,3.18,7.432483807917119
45587,0.57,59.9,59.0,5.35,5.4,3.22,7.432483807917119
45588,0.52,60.9,57.0,5.17,5.2,3.16,7.432483807917119
45589,0.52,62.6,59.0,5.08,5.11,3.19,7.432483807917119
45590,0.52,62.3,57.0,5.1,5.17,3.2,7.432483807917119
45591,0.52,60.9,57.0,5.21,5.23,3.18,7.432483807917119
45592,0.52,61.7,55.0,5.2,5.23,3.22,7.432483807917119
45593,0.52,62.1,57.0,5.13,5.17,3.2,7.432483807917119
45594,0.51,62.4,57.0,5.1,5.13,3.19,7.432483807917119
45595,0.56,61.9,54.0,5.29,5.34,3.29,7.432483807917119
45596,0.53,62.1,54.6,5.19,5.21,3.23,7.43307534889858
45597,0.5,61.9,55.0,5.09,5.12,3.16,7.43307534889858
45598,0.5,61.9,57.0,5.08,5.1,3.15,7.43307534889858
45599,0.58,61.5,56.0,5.35,5.38,3.3,7.43307534889858
45600,0.5,61.2,63.3,5.06,5.08,3.1,7.43307534889858
45601,0.47,64.0,62.0,4.9,4.97,3.16,7.43307534889858
45602,0.5,60.3,62.0,5.1,5.11,3.08,7.43307534889858
45603,0.71,62.4,61.0,5.68,5.63,3.53,7.43307534889858
45604,0.61,59.9,57.0,5.55,5.53,3.32,7.43307534889858
45605,0.71,65.6,56.0,5.54,5.49,3.63,7.433666540166168
45606,0.54,62.4,58.0,5.25,5.2,3.26,7.433666540166168
45607,0.57,61.5,55.0,5.33,5.37,3.29,7.433666540166168
45608,0.5,62.7,56.0,5.07,5.1,3.19,7.433666540166168
45609,0.56,62.2,55.3,5.26,5.31,3.28,7.433666540166168
45610,0.52,60.8,55.0,5.2,5.26,3.18,7.433666540166168
45611,0.51,61.9,56.0,5.12,5.16,3.18,7.433666540166168
45612,0.56,61.6,56.0,5.29,5.33,3.27,7.433666540166168
45613,0.69,65.4,63.0,5.49,5.43,3.57,7.433666540166168
45614,0.7,67.6,54.0,5.56,5.41,3.71,7.433666540166168
45615,0.5,62.0,58.0,5.08,5.11,3.16,7.4342573821331355
45616,0.55,60.7,58.0,5.24,5.3,3.2,7.4342573821331355
45617,0.55,61.2,58.0,5.24,5.29,3.22,7.4342573821331355
45618,0.55,61.7,57.0,5.24,5.29,3.25,7.4342573821331355
45619,0.55,61.1,57.0,5.27,5.3,3.23,7.4342573821331355
45620,0.55,61.1,56.0,5.27,5.31,3.23,7.4342573821331355
45621,0.55,61.0,58.0,5.27,5.29,3.22,7.4342573821331355
45622,0.55,61.7,56.0,5.26,5.3,3.26,7.4342573821331355
45623,0.55,61.7,56.0,5.25,5.29,3.25,7.4342573821331355
45624,0.55,60.6,56.0,5.27,5.32,3.21,7.4342573821331355
45625,0.61,60.9,56.0,5.45,5.51,3.34,7.4342573821331355
45626,0.53,62.2,55.0,5.18,5.21,3.23,7.4342573821331355
45627,0.69,57.9,63.0,5.73,5.77,3.33,7.4342573821331355
45628,0.53,59.2,58.0,5.29,5.31,3.14,7.434847875211999
45629,0.4,61.2,56.0,4.76,4.78,2.92,7.434847875211999
45630,0.32,63.3,55.0,4.33,4.36,2.75,6.263398262591624
45631,0.3,61.5,57.0,4.32,4.36,2.66,6.26530121273771
45632,0.28,62.9,54.0,4.2,4.23,2.65,6.26530121273771
45633,0.25,61.7,56.0,4.07,4.09,2.51,6.26530121273771
45634,0.25,63.0,54.0,4.02,4.04,2.54,6.26530121273771
45635,0.25,61.8,56.0,4.03,4.06,2.5,6.26530121273771
45636,0.25,60.6,55.0,4.12,4.14,2.5,6.26530121273771
45637,0.25,61.8,57.0,4.04,4.07,2.5,6.26530121273771
45638,0.25,61.4,56.0,4.04,4.07,2.49,6.26530121273771
45639,0.23,60.7,55.0,3.98,4.0,2.42,6.26530121273771
45640,0.36,61.7,55.0,4.61,4.63,2.85,6.26530121273771
45641,0.25,62.0,54.0,4.05,4.08,2.52,6.26530121273771
45642,0.25,62.1,57.0,4.01,4.07,2.5,6.26530121273771
45643,0.25,61.5,56.0,4.06,4.08,2.5,6.26530121273771
45644,0.25,62.1,56.0,4.02,4.05,2.5,6.26530121273771
45645,0.25,61.9,55.0,4.07,4.1,2.53,6.26530121273771
45646,0.25,60.2,56.0,4.1,4.11,2.47,6.26530121273771
45647,0.25,62.4,55.0,4.04,4.08,2.53,6.26530121273771
45648,0.29,61.6,56.0,4.26,4.29,2.63,6.26530121273771
45649,0.29,60.7,55.0,4.31,4.35,2.63,6.26530121273771
45650,0.38,62.0,54.0,4.66,4.7,2.9,6.26530121273771
45651,0.38,62.0,54.0,4.67,4.71,2.91,6.26530121273771
45652,0.38,61.8,54.0,4.68,4.7,2.9,6.26530121273771
45653,0.25,61.4,57.0,4.05,4.08,2.49,6.26530121273771
45654,0.25,59.7,61.0,4.1,4.08,2.44,6.26530121273771
45655,0.25,63.1,55.0,3.98,4.04,2.53,6.267200548541362
45656,0.25,60.1,57.0,4.08,4.11,2.46,6.267200548541362
45657,0.3,59.7,59.9,4.36,4.4,2.61,6.267200548541362
45658,0.25,63.3,59.0,3.99,4.04,2.54,6.267200548541362
45659,0.24,62.4,55.0,3.99,4.02,2.5,6.267200548541362
45660,0.54,62.3,58.0,5.26,5.2,3.26,7.434847875211999
45661,0.5,61.0,58.0,5.08,5.15,3.12,7.43543801981455
45662,0.59,61.2,56.0,5.38,5.43,3.31,7.43543801981455
45663,0.59,63.7,56.0,5.32,5.35,3.4,7.43543801981455
45664,0.52,62.8,55.0,5.16,5.13,3.23,7.43543801981455
45665,0.52,63.0,54.0,5.17,5.12,3.24,7.43543801981455
45666,0.53,61.8,57.0,5.17,5.21,3.21,7.43543801981455
45667,0.52,61.3,56.0,5.2,5.17,3.18,7.43543801981455
45668,0.52,61.4,54.0,5.23,5.2,3.2,7.43543801981455
45669,0.52,61.5,56.0,5.2,5.18,3.19,7.43543801981455
45670,0.52,61.3,57.0,5.22,5.19,3.19,7.43543801981455
45671,0.52,62.1,56.0,5.2,5.17,3.22,7.43543801981455
45672,0.52,60.4,57.0,5.22,5.17,3.14,7.43543801981455
45673,0.52,63.4,57.0,5.16,5.12,3.26,7.43543801981455
45674,0.52,61.6,59.0,5.16,5.14,3.17,7.43543801981455
45675,0.52,62.5,60.0,5.14,5.1,3.2,7.43543801981455
45676,0.52,61.7,57.0,5.17,5.1,3.17,7.43543801981455
45677,0.56,61.8,54.0,5.34,5.31,3.29,7.43543801981455
45678,0.52,62.4,55.0,5.11,5.15,3.2,7.4360278163518485
45679,0.5,61.3,55.0,5.13,5.15,3.15,7.4360278163518485
45680,0.54,61.6,59.0,5.21,5.24,3.22,7.4360278163518485
45681,0.53,61.9,55.0,5.22,5.25,3.24,7.4360278163518485
45682,0.5,61.6,57.0,5.07,5.09,3.13,7.4360278163518485
45683,0.5,61.2,56.0,5.13,5.17,3.15,7.4360278163518485
45684,0.55,59.8,61.0,5.29,5.32,3.17,7.4360278163518485
45685,0.54,61.1,56.0,5.23,5.28,3.21,7.436617265234227
45686,0.54,61.8,56.0,5.25,5.27,3.25,7.436617265234227
45687,0.71,62.1,58.0,5.7,5.67,3.53,7.436617265234227
45688,0.7,71.6,55.0,5.47,5.28,3.85,7.436617265234227
45689,0.51,62.4,59.0,5.04,5.09,3.16,7.437206366871292
45690,0.51,60.4,59.0,5.16,5.2,3.13,7.437206366871292
45691,0.53,60.7,55.0,5.32,5.25,3.21,7.437206366871292
45692,0.51,61.8,55.0,5.15,5.18,3.19,7.437206366871292
45693,0.7,64.2,58.0,5.56,5.6,3.58,7.437206366871292
45694,0.7,65.8,57.0,5.46,5.55,3.62,7.437206366871292
45695,0.54,63.6,56.0,5.17,5.24,3.31,7.4377951216719325
45696,0.51,61.0,55.0,5.18,5.21,3.17,7.4377951216719325
45697,0.5,58.8,62.0,5.17,5.14,3.03,7.4377951216719325
45698,0.59,61.6,55.0,5.4,5.45,3.34,7.4377951216719325
45699,0.58,60.9,59.0,5.36,5.44,3.29,7.4377951216719325
45700,0.57,62.2,55.0,5.3,5.34,3.31,7.4377951216719325
45701,0.6,61.4,55.0,5.43,5.45,3.34,7.4377951216719325
45702,0.56,62.0,56.0,5.29,5.26,3.27,7.4377951216719325
45703,0.56,62.4,56.0,5.28,5.24,3.28,7.4377951216719325
45704,0.56,62.0,57.0,5.33,5.29,3.29,7.4377951216719325
45705,0.56,62.1,56.0,5.31,5.29,3.29,7.4377951216719325
45706,0.56,61.0,57.0,5.34,5.32,3.25,7.4377951216719325
45707,0.56,62.8,56.0,5.28,5.23,3.3,7.4377951216719325
45708,0.56,61.2,56.0,5.33,5.29,3.25,7.4377951216719325
45709,0.56,61.7,56.0,5.34,5.3,3.28,7.4377951216719325
45710,0.56,60.6,57.0,5.36,5.33,3.24,7.4377951216719325
45711,0.56,60.9,58.0,5.36,5.34,3.26,7.4377951216719325
45712,0.56,62.5,57.0,5.28,5.25,3.29,7.4377951216719325
45713,0.56,62.0,56.0,5.3,5.28,3.28,7.4377951216719325
45714,0.56,61.9,55.0,5.32,5.28,3.28,7.4377951216719325
45715,0.56,62.3,56.0,5.3,5.26,3.29,7.4377951216719325
45716,0.56,61.7,56.0,5.33,5.3,3.28,7.4377951216719325
45717,0.56,60.9,56.0,5.35,5.32,3.25,7.4377951216719325
45718,0.56,62.7,57.0,5.27,5.23,3.29,7.4377951216719325
45719,0.55,61.2,55.0,5.3,5.28,3.24,7.4377951216719325
45720,0.55,62.2,58.0,5.26,5.22,3.26,7.4377951216719325
45721,0.55,62.7,55.0,5.26,5.24,3.29,7.4377951216719325
45722,0.55,61.6,56.0,5.28,5.24,3.24,7.4377951216719325
45723,0.55,62.7,59.0,5.25,5.22,3.28,7.4377951216719325
45724,0.6,60.0,57.0,5.52,5.48,3.3,7.4377951216719325
45725,0.72,63.3,57.0,5.7,5.67,3.6,7.4377951216719325
45726,0.63,62.6,56.0,5.53,5.49,3.45,7.4377951216719325
45727,0.55,60.5,60.0,5.3,5.27,3.2,7.4377951216719325
45728,0.55,60.8,58.0,5.32,5.29,3.22,7.4377951216719325
45729,0.55,59.7,58.0,5.37,5.31,3.19,7.4377951216719325
45730,0.7,61.6,57.2,5.65,5.68,3.49,7.438383530044307
45731,0.7,63.4,59.0,5.66,5.57,3.56,7.438383530044307
45732,0.56,62.8,57.0,5.21,5.23,3.28,7.438383530044307
45733,0.52,62.0,55.0,5.15,5.19,3.2,7.438383530044307
45734,0.52,61.0,56.0,5.15,5.23,3.17,7.438383530044307
45735,0.5,60.7,59.0,5.13,5.11,3.11,7.438383530044307
45736,0.5,60.5,60.0,5.13,5.09,3.09,7.438383530044307
45737,0.73,61.2,59.0,5.83,5.77,3.55,7.438383530044307
45738,0.62,62.4,58.0,5.42,5.47,3.4,7.438971592395862
45739,0.53,60.9,57.0,5.19,5.25,3.18,7.438971592395862
45740,0.55,61.9,55.0,5.25,5.29,3.26,7.438971592395862
45741,0.5,61.5,57.0,5.08,5.1,3.13,7.438971592395862
45742,0.52,63.4,56.0,5.09,5.16,3.25,7.43955930913332
45743,0.52,59.4,61.0,5.23,5.24,3.11,7.43955930913332
45744,0.52,63.5,57.0,5.08,5.13,3.24,7.43955930913332
45745,0.52,62.0,53.0,5.17,5.21,3.22,7.43955930913332
45746,0.5,64.2,55.0,5.01,5.08,3.24,7.43955930913332
45747,0.58,64.7,60.0,5.23,5.28,3.41,7.43955930913332
45748,0.51,62.7,57.0,5.12,5.15,3.22,7.440146680662688
45749,0.55,60.9,57.0,5.3,5.34,3.24,7.440146680662688
45750,0.7,61.5,53.0,5.74,5.77,3.54,7.440146680662688
45751,0.5,59.1,59.0,5.19,5.24,3.08,7.440733707389261
45752,0.53,61.4,55.0,5.24,5.21,3.21,7.4413203897176174
45753,0.61,61.7,60.0,5.46,5.4,3.35,7.4413203897176174
45754,0.61,61.2,62.0,5.48,5.44,3.34,7.4413203897176174
45755,0.49,65.5,58.0,4.91,4.86,3.2,7.441906728051625
45756,0.59,62.0,57.0,5.31,5.4,3.32,7.441906728051625
45757,0.58,62.2,57.0,5.37,5.33,3.33,7.441906728051625
45758,0.96,61.1,60.0,6.26,6.07,3.77,7.441906728051625
45759,0.96,66.9,60.0,6.15,6.04,4.09,7.441906728051625
45760,0.61,62.7,57.0,5.39,5.42,3.39,7.442492722794441
45761,0.56,60.8,57.0,5.29,5.33,3.23,7.442492722794441
45762,0.51,61.0,59.0,5.16,5.1,3.13,7.442492722794441
45763,0.5,61.3,60.0,5.08,5.17,3.14,7.442492722794441
45764,0.58,60.2,57.0,5.43,5.48,3.28,7.442492722794441
45765,0.61,61.6,56.9,5.4,5.49,3.36,7.442492722794441
45766,0.61,60.1,60.3,5.47,5.5,3.29,7.442492722794441
45767,0.53,61.2,57.0,5.24,5.19,3.19,7.442492722794441
45768,0.52,62.5,57.0,5.17,5.13,3.22,7.443078374348516
45769,0.54,61.2,58.0,5.21,5.28,3.21,7.443078374348516
45770,0.52,60.9,56.0,5.17,5.21,3.16,7.443078374348516
45771,0.52,61.0,58.0,5.15,5.21,3.16,7.443078374348516
45772,0.53,60.8,55.0,5.26,5.3,3.21,7.443078374348516
45773,0.53,61.4,55.0,5.19,5.24,3.2,7.443078374348516
45774,0.54,58.8,61.0,5.29,5.35,3.13,7.443663683115591
45775,0.65,58.5,58.0,5.68,5.64,3.31,7.443663683115591
45776,0.56,61.0,55.0,5.33,5.35,3.26,7.443663683115591
45777,0.52,61.7,56.0,5.13,5.18,3.18,7.443663683115591
45778,0.51,61.5,54.9,5.13,5.25,3.17,7.443663683115591
45779,0.51,60.9,56.0,5.16,5.19,3.15,7.443663683115591
45780,0.51,61.5,53.0,5.17,5.24,3.2,7.443663683115591
45781,0.56,61.3,55.0,5.32,5.35,3.27,7.443663683115591
45782,0.67,60.7,61.4,5.6,5.64,3.41,7.443663683115591
45783,0.5,64.0,56.0,5.04,5.02,3.22,7.443663683115591
45784,0.66,61.1,56.0,5.68,5.62,3.45,7.443663683115591
45785,0.55,58.1,62.0,5.46,5.38,3.15,7.443663683115591
45786,0.68,58.7,60.0,5.8,5.76,3.39,7.443663683115591
45787,0.64,62.4,57.0,5.48,5.51,3.43,7.444248649496705
45788,0.59,62.8,58.0,5.3,5.34,3.34,7.444248649496705
45789,0.54,60.0,58.0,5.34,5.29,3.19,7.444248649496705
45790,0.55,61.7,56.0,5.25,5.31,3.26,7.444248649496705
45791,0.55,60.9,56.0,5.3,5.34,3.24,7.444248649496705
45792,0.54,61.8,56.0,5.21,5.25,3.23,7.444248649496705
45793,0.51,63.4,57.0,5.08,5.04,3.21,7.444248649496705
45794,0.51,61.7,53.0,5.2,5.18,3.2,7.444248649496705
45795,0.51,62.5,60.0,5.1,5.08,3.18,7.444248649496705
45796,0.51,63.0,59.0,5.08,5.05,3.19,7.444248649496705
45797,0.62,61.7,63.0,5.48,5.42,3.36,7.444248649496705
45798,0.51,65.5,51.0,5.06,5.01,3.3,7.444248649496705
45799,0.51,60.2,57.0,5.24,5.2,3.14,7.444248649496705
45800,0.5,62.5,58.0,5.05,5.1,3.17,7.444833273892193
45801,0.5,63.5,58.0,4.98,5.03,3.18,7.444833273892193
45802,0.5,61.3,59.0,5.09,5.15,3.14,7.444833273892193
45803,0.5,61.8,60.0,5.06,5.1,3.14,7.444833273892193
45804,0.5,62.0,58.0,5.03,5.1,3.14,7.444833273892193
45805,0.5,62.3,55.0,5.06,5.09,3.16,7.444833273892193
45806,0.5,62.5,57.0,5.06,5.09,3.17,7.444833273892193
45807,0.5,60.6,55.0,5.13,5.17,3.12,7.444833273892193
45808,0.52,61.2,62.0,5.12,5.05,3.11,7.444833273892193
45809,0.51,62.3,56.0,5.12,5.08,3.18,7.445417556701687
45810,0.63,62.3,58.0,5.44,5.48,3.4,7.445417556701687
45811,0.69,62.7,54.0,5.71,5.64,3.56,7.445417556701687
45812,0.56,62.0,59.0,5.3,5.34,3.3,7.44600149832412
45813,0.53,61.6,57.1,5.15,5.21,3.19,7.44600149832412
45814,0.59,61.8,59.0,5.35,5.4,3.32,7.44600149832412
45815,0.52,61.3,55.0,5.18,5.2,3.18,7.44600149832412
45816,0.5,61.9,59.0,5.07,5.1,3.15,7.44600149832412
45817,0.56,61.8,55.0,5.28,5.37,3.29,7.44600149832412
45818,0.66,61.2,57.0,5.6,5.64,3.44,7.44600149832412
45819,0.53,60.2,56.0,5.29,5.32,3.19,7.44600149832412
45820,0.56,59.1,62.0,5.36,5.42,3.19,7.44600149832412
45821,0.56,63.2,61.0,5.2,5.28,3.3,7.44600149832412
45822,0.56,58.6,62.0,5.3,5.45,3.16,7.44600149832412
45823,0.55,62.7,57.0,5.23,5.17,3.26,7.44600149832412
45824,0.55,61.7,56.0,5.29,5.24,3.25,7.44600149832412
45825,0.55,61.3,59.0,5.3,5.27,3.24,7.44600149832412
45826,0.65,59.9,59.0,5.69,5.62,3.39,7.44600149832412
45827,0.5,60.1,63.0,5.13,5.09,3.07,7.44600149832412
45828,0.98,69.7,58.0,6.08,5.98,4.21,7.44600149832412
45829,0.5,64.9,58.0,5.0,4.95,3.23,7.44600149832412
45830,0.71,61.0,57.0,5.78,5.8,3.53,7.446585099157725
45831,0.61,62.5,54.0,5.43,5.49,3.41,7.446585099157725
45832,0.54,62.8,55.0,5.21,5.24,3.28,7.446585099157725
45833,0.52,60.9,57.0,5.17,5.2,3.16,7.446585099157725
45834,0.5,61.0,61.0,5.07,5.12,3.11,7.44716835960004
45835,0.55,60.3,57.0,5.3,5.28,3.19,7.447751280047908
45836,0.55,59.8,57.0,5.34,5.3,3.18,7.447751280047908
45837,0.55,62.0,55.0,5.28,5.24,3.26,7.447751280047908
45838,0.7,60.6,54.0,5.73,5.65,3.45,7.447751280047908
45839,0.56,60.2,58.0,5.36,5.33,3.22,7.447751280047908
45840,0.6,62.1,57.4,5.39,5.45,3.35,7.447751280047908
45841,0.5,62.1,61.0,5.07,5.1,3.16,7.447751280047908
45842,0.5,63.8,56.0,5.03,5.06,3.22,7.447751280047908
45843,0.5,63.9,58.0,5.0,5.05,3.21,7.447751280047908
45844,0.5,62.2,61.0,5.07,5.09,3.16,7.447751280047908
45845,0.5,63.4,57.0,5.06,5.1,3.22,7.447751280047908
45846,0.5,60.5,62.0,5.07,5.14,3.09,7.447751280047908
45847,0.55,61.7,57.0,5.26,5.28,3.25,7.447751280047908
45848,0.71,64.2,57.0,5.59,5.57,3.58,7.447751280047908
45849,0.6,62.0,56.0,5.39,5.43,3.35,7.447751280047908
45850,0.55,61.8,55.0,5.25,5.3,3.26,7.447751280047908
45851,0.55,61.4,56.0,5.28,5.31,3.25,7.447751280047908
45852,0.56,61.1,57.0,5.31,5.34,3.25,7.447751280047908
45853,0.55,60.3,61.0,5.31,5.37,3.22,7.447751280047908
45854,0.54,62.3,60.0,5.22,5.18,3.24,7.447751280047908
45855,0.54,62.6,55.0,5.23,5.19,3.26,7.447751280047908
45856,0.5,63.3,57.0,5.06,5.02,3.19,7.447751280047908
45857,0.5,58.0,59.0,5.3,5.22,3.05,7.447751280047908
45858,0.7,63.2,57.0,5.66,5.59,3.55,7.447751280047908
