,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,foo
12707,115,77,76,79,95,0,46,25,37,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
12708,119,89,76,71,94,0,0,0,20,56,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12709,119,77,76,71,94,67,42,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12710,113,80,76,71,94,0,0,25,39,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12711,48,102,76,71,94,0,1,2,0,0,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12712,64,100,103,109,94,0,0,0,0,0,61,16,0,0,0,0,0,0,0,38,9,0,0,0,0,0,0
12713,56,107,92,71,94,0,0,0,41,5,0,0,0,0,38,6,0,0,0,0,0,0,0,0,0,0,50
12714,65,77,76,76,95,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,100
12715,167,83,76,72,94,0,14,32,5,95,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12716,102,77,76,71,95,0,5,43,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12717,115,91,76,71,94,0,12,50,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12718,130,77,76,77,117,81,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0
12719,73,77,76,125,98,0,0,25,37,0,2,1,0,0,0,0,0,0,0,0,0,30,9,0,0,0,0
12720,122,109,103,71,94,32,47,0,1,3,44,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
12721,108,83,76,71,94,50,12,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12722,58,130,83,71,94,0,2,0,32,14,0,0,0,38,21,0,0,0,0,0,0,0,0,0,0,0,0
12723,78,77,83,72,94,40,27,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,70
12724,132,93,76,71,94,1,58,6,0,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12725,56,115,106,74,94,28,18,0,0,0,0,0,0,0,39,19,0,0,5,1,0,0,0,0,0,0,0
12726,126,82,76,71,94,0,0,31,31,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12727,35,131,76,72,96,0,0,0,1,1,0,7,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12728,55,104,76,71,94,0,7,5,0,0,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12729,149,77,76,71,94,0,0,19,95,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12730,99,93,76,71,94,5,42,0,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12731,106,77,76,71,94,32,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12732,24,114,76,71,94,0,3,2,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0
12733,173,77,76,71,94,0,32,45,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12734,15,133,112,75,94,0,2,0,0,0,0,0,0,0,58,29,0,0,0,0,0,2,0,0,0,0,0
12735,15,117,98,114,111,0,0,0,1,1,0,0,0,0,47,11,0,0,0,0,0,2,36,0,0,0,0
12736,60,93,76,71,94,0,0,3,3,0,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
12737,89,107,76,71,94,6,56,0,2,3,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,50
12738,57,77,76,72,160,42,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,33,0
12739,70,77,76,71,94,1,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12740,98,96,76,71,94,18,28,2,1,0,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12741,56,89,85,71,94,0,0,23,23,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,100
12742,99,77,79,71,94,23,23,0,46,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
12743,18,103,115,71,94,1,2,0,1,2,0,0,0,0,0,49,8,0,0,0,0,0,0,0,0,0,0
12744,92,99,76,71,94,0,0,0,18,28,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
12745,117,79,76,71,94,0,1,1,37,65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12746,75,77,77,72,94,15,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
12747,69,91,76,71,94,2,1,2,1,10,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
12748,98,109,76,71,94,0,71,8,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12749,78,139,120,71,94,0,14,32,2,1,0,35,10,0,9,64,0,0,0,0,0,0,0,0,0,0,0
12750,76,78,78,71,94,0,0,5,31,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100
12751,79,77,76,71,94,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
12752,103,87,82,71,94,0,0,0,41,41,17,0,4,1,0,2,4,0,0,0,0,0,0,0,0,0,0
12753,101,92,76,71,94,0,43,6,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12754,59,77,76,71,94,0,2,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12755,58,83,76,71,94,0,0,2,0,32,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12756,22,119,76,71,94,0,1,1,0,0,5,1,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0
12757,40,99,76,71,94,0,0,0,2,0,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12758,51,93,76,71,94,0,0,0,0,0,53,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,70
12759,75,77,76,71,94,0,8,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12760,77,77,157,81,94,44,21,0,1,2,0,0,0,0,0,0,0,44,27,0,0,0,0,0,0,0,0
12761,69,77,76,71,94,2,1,16,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12762,35,97,78,128,106,0,0,0,0,0,5,40,0,0,0,0,0,1,0,0,0,20,25,0,0,0,0
12763,71,78,78,71,94,0,0,19,44,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,100
12764,73,77,93,115,98,0,0,0,0,62,1,1,0,0,0,0,0,0,0,14,26,0,2,3,0,0,0
12765,83,145,85,71,94,37,9,0,0,0,21,24,0,33,27,0,0,0,0,0,0,0,0,0,0,0,0
12766,113,126,78,71,94,0,47,32,0,0,0,33,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12767,57,78,76,126,97,0,9,37,0,0,0,1,2,0,0,0,0,0,0,0,0,33,6,0,0,0,0
12768,130,97,76,71,94,0,26,40,2,0,73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12769,98,82,77,71,94,37,9,0,0,41,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
12770,60,106,76,71,94,0,0,0,0,3,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12771,82,77,76,72,94,7,2,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80
12772,113,78,76,71,94,23,23,0,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12773,56,110,108,71,94,0,23,23,0,0,0,0,0,0,21,37,0,1,0,0,0,0,0,0,0,0,0
12774,114,121,76,71,94,0,0,56,6,18,28,0,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0
12775,91,83,77,73,94,25,42,17,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
12776,69,79,76,71,94,38,16,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12777,75,132,76,71,94,0,0,0,0,0,34,75,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12778,133,77,76,71,94,24,80,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12779,58,77,93,110,94,0,0,0,23,25,0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,0
12780,117,77,76,71,94,0,2,33,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12781,22,77,113,129,94,0,0,0,4,5,0,0,0,0,0,0,0,0,0,49,20,0,0,0,0,0,0
12782,137,87,76,71,95,0,0,0,50,57,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12783,93,77,79,71,94,0,0,31,52,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,30
12784,81,77,76,71,94,0,3,9,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12785,80,78,76,71,94,47,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
12786,74,77,81,123,94,12,50,1,2,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,0
12787,18,80,124,71,94,0,0,0,4,1,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0
12788,57,123,91,72,94,1,1,32,14,0,0,0,0,12,47,0,0,0,0,0,1,0,0,0,0,0,0
12789,81,99,76,71,94,37,10,1,2,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
12790,137,97,76,71,94,0,50,31,28,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12791,95,77,76,88,104,1,8,0,47,31,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,20
12792,77,78,76,71,94,5,13,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12793,74,77,76,75,97,6,56,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,100
12794,45,148,76,71,94,0,0,0,0,2,1,43,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0
12795,74,110,76,71,94,0,0,0,0,1,61,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12796,65,107,76,71,94,0,0,4,5,0,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12797,59,77,155,83,94,0,0,35,14,0,0,0,0,0,0,0,0,38,33,0,0,0,0,0,0,0,0
12798,122,89,76,71,94,25,38,2,1,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12799,17,138,82,71,94,0,0,0,2,1,0,0,3,56,0,8,0,0,0,0,0,0,0,0,0,0,0
12800,46,91,76,72,96,1,2,0,0,0,34,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,90
12801,131,77,76,71,94,37,25,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12802,117,77,76,71,94,2,1,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12803,75,77,76,71,94,0,56,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12804,13,77,89,136,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,17,0,0,0,0,0
12805,83,93,79,71,94,0,0,0,14,32,26,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,80
12806,61,79,76,74,94,0,0,0,28,18,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100
12807,106,81,141,71,94,2,19,63,16,0,0,0,0,0,0,0,19,38,0,0,0,0,0,0,0,0,0
12808,24,79,76,98,130,5,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,35,2,0,0
12809,13,93,106,104,94,0,0,0,0,0,0,0,1,5,15,0,0,0,0,39,2,1,0,0,0,0,10
12810,191,77,76,89,102,0,65,116,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0
12811,101,93,76,71,94,0,0,3,41,5,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
12812,98,93,78,73,94,0,0,0,31,31,24,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50
12813,71,81,78,71,94,0,0,25,37,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,100
12814,92,99,76,71,94,0,37,25,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50
12815,148,77,76,71,94,55,26,1,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12816,56,77,116,128,94,5,42,0,0,0,0,0,0,0,0,0,0,1,0,52,17,0,0,0,0,0,0
12817,74,78,76,71,94,19,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100
12818,14,164,112,71,94,0,0,0,0,1,0,0,0,4,113,0,0,0,0,0,0,0,0,0,0,0,0
12819,34,146,76,71,94,2,3,0,0,0,0,0,71,18,0,0,0,0,0,0,0,0,0,0,0,0,0
12820,100,79,76,71,94,0,35,16,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12821,98,77,76,71,94,2,1,0,80,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12822,37,101,123,71,94,0,0,0,0,0,10,35,0,0,0,0,20,22,0,0,0,0,0,0,0,0,0
12823,120,87,76,71,94,0,0,0,50,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12824,165,85,76,71,94,0,46,0,0,90,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12825,16,102,112,73,94,0,0,0,0,0,0,4,3,0,0,37,13,0,0,0,0,0,2,0,0,0,0
12826,129,77,76,71,94,0,0,0,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12827,63,153,76,71,94,0,0,2,0,0,12,65,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0
12828,48,129,96,71,94,0,0,0,0,0,23,41,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0
12829,77,77,76,75,99,9,56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,80
12830,56,77,77,109,117,0,0,0,32,14,0,0,0,0,0,1,0,0,0,0,0,0,29,9,0,0,0
12831,118,83,76,71,94,18,29,1,0,50,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12832,92,77,76,72,106,16,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
12833,46,102,200,89,94,0,0,0,0,0,20,41,0,0,0,0,0,65,48,0,0,0,0,0,0,0,0
12834,74,79,76,71,94,1,2,19,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100
12835,71,77,81,72,94,0,31,31,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,100
12836,106,100,76,71,94,0,0,0,6,56,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12837,54,98,103,71,94,0,0,21,22,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
12838,145,77,78,71,94,0,91,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12839,64,77,76,71,94,0,0,16,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12840,100,107,76,71,94,0,0,50,12,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12841,82,127,76,71,94,0,37,9,1,2,0,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12842,94,77,76,71,94,0,44,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12843,59,77,120,91,94,0,0,3,28,18,0,0,0,0,0,0,0,0,43,5,0,0,0,0,0,0,0
12844,32,77,76,80,100,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,80
12845,41,96,79,77,117,0,0,1,0,0,22,23,0,0,1,3,0,0,0,0,0,0,0,0,16,0,0
12846,145,77,76,71,94,0,63,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12847,143,77,76,71,94,0,0,0,120,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12848,71,77,80,73,94,0,0,31,31,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,100
12849,58,101,76,71,94,0,1,10,1,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12850,65,77,76,71,94,0,0,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12851,117,89,77,73,94,19,44,0,0,10,52,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12852,65,83,76,71,94,49,5,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,100
12853,13,157,121,71,94,0,0,0,0,0,0,0,0,16,60,41,0,0,0,0,0,0,0,0,0,0,0
12854,35,101,76,71,94,0,0,4,0,0,0,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12855,47,136,80,71,94,0,0,0,0,0,41,5,11,33,7,2,0,0,0,0,0,0,0,0,0,0,0
12856,54,97,76,71,94,0,0,1,1,0,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
12857,89,77,76,71,94,0,0,3,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
12858,83,141,76,71,94,0,0,0,2,1,61,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12859,99,77,76,71,94,0,42,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12860,80,77,76,71,94,1,1,2,43,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12861,87,83,76,71,95,0,0,16,63,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,70
12862,59,77,76,71,94,2,1,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12863,53,143,76,71,94,0,0,0,0,0,8,53,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0
12864,58,77,78,75,94,0,0,0,37,9,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,100
12865,44,107,76,71,94,0,0,0,2,1,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12866,49,146,96,71,94,0,1,1,0,0,22,39,0,4,55,0,2,0,0,0,0,0,0,0,0,0,0
12867,113,80,76,71,94,28,18,0,1,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12868,40,102,76,71,94,0,3,0,0,4,2,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12869,138,81,76,71,94,32,14,0,5,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12870,76,77,76,71,94,0,0,32,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12871,57,79,76,72,94,0,2,1,0,37,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100
12872,63,115,97,71,94,0,4,1,0,9,53,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0
12873,121,77,76,71,94,0,26,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12874,66,77,76,71,94,39,15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12875,96,77,76,71,94,0,0,19,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12876,74,103,83,71,94,0,0,0,18,28,0,30,15,0,0,0,3,4,0,0,0,0,0,0,0,0,10
12877,32,120,76,71,94,0,0,3,1,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12878,66,77,76,71,94,46,0,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12879,90,79,144,71,94,1,2,79,0,0,0,0,0,0,0,0,9,48,0,0,0,0,0,0,0,0,0
12880,74,80,82,80,94,56,7,2,0,0,0,0,0,0,0,6,0,0,0,0,6,2,0,0,0,0,90
12881,14,119,105,100,95,1,0,0,0,0,0,0,0,40,3,0,0,0,5,35,0,0,0,1,0,0,0
12882,118,94,76,71,94,0,0,19,44,5,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12883,79,81,78,71,94,0,0,1,35,31,0,5,2,0,0,2,1,0,0,0,0,0,0,0,0,0,100
12884,71,107,77,71,94,0,0,41,5,0,0,20,25,2,1,0,0,0,0,0,0,0,0,0,0,0,20
12885,56,121,93,84,158,0,42,5,0,0,0,0,0,6,53,0,0,0,0,0,0,0,0,0,34,7,0
12886,27,189,106,71,94,0,0,0,1,2,0,0,49,26,54,20,0,0,0,0,0,0,0,0,0,0,0
12887,45,110,76,71,94,1,2,0,0,0,0,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12888,115,77,76,71,94,0,0,96,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,13,77,97,81,158,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,2,0,12,23,0
12890,74,154,76,71,94,19,44,0,0,0,0,0,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,119,77,76,71,94,32,14,19,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,17,109,110,71,94,0,0,0,1,1,1,1,0,0,11,48,1,0,0,0,0,0,0,0,0,0,0
12893,40,106,76,71,94,0,5,8,1,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12894,105,147,76,71,94,0,1,0,46,27,19,1,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0
12895,93,77,76,71,94,0,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12896,61,93,130,71,94,0,0,0,32,14,7,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0
12897,74,78,76,71,94,0,0,1,3,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12898,188,77,76,71,94,28,18,62,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12899,63,113,76,75,120,0,37,9,0,0,0,0,31,14,0,0,0,0,0,0,0,0,0,0,10,6,0
12900,99,93,77,71,94,0,0,0,25,37,27,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50
12901,64,77,116,126,94,11,43,0,0,0,0,0,0,0,0,0,0,0,0,57,12,0,0,0,0,0,0
12902,100,106,76,71,94,0,31,31,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,102,77,83,89,94,23,53,19,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0
12904,18,200,83,71,94,1,0,0,0,0,4,2,0,113,21,0,0,0,0,0,0,0,0,0,0,0,0
12905,143,150,80,71,94,0,0,0,47,37,72,0,0,49,10,0,0,0,0,0,0,0,0,0,0,0,0
12906,58,78,77,71,94,0,0,41,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100
12907,132,77,76,71,94,0,19,77,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12908,46,87,78,107,124,0,0,0,0,2,43,0,0,0,0,0,0,0,0,2,2,0,12,25,0,0,0
12909,77,121,76,71,94,0,0,0,2,1,43,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12910,13,130,102,91,152,0,0,0,0,0,0,0,0,0,67,7,0,0,0,0,0,0,0,11,33,0,0
12911,44,104,79,76,97,0,0,0,0,0,10,51,0,0,0,0,0,0,2,1,0,0,2,2,0,0,0
12912,59,77,76,71,94,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12913,84,115,76,71,94,0,0,0,0,0,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12914,57,102,127,72,94,0,0,2,1,0,52,9,0,0,0,0,35,15,0,0,0,0,1,0,0,0,0
12915,102,92,76,71,94,0,0,11,37,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
12916,57,88,79,71,94,0,0,0,2,18,36,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,100
12917,119,78,77,71,94,19,86,6,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12918,76,77,76,71,94,2,3,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12919,84,117,76,71,94,1,0,62,6,3,0,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,30
12920,57,119,77,72,94,0,42,5,0,0,0,0,2,42,0,0,0,0,0,1,0,0,0,0,0,0,30
12921,84,104,76,71,94,0,2,2,0,0,86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12922,123,77,76,71,94,37,25,7,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12923,73,77,76,71,97,50,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100
12924,43,108,83,71,94,0,0,0,0,2,1,58,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0
12925,91,95,76,71,94,2,1,43,11,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
12926,61,77,76,71,94,0,2,1,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12927,87,77,122,78,94,0,0,0,16,63,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0
12928,88,82,76,71,94,12,9,0,0,46,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80
12929,67,77,82,122,94,42,5,0,1,8,2,0,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0
12930,132,77,76,71,94,12,50,51,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12931,42,77,77,71,94,10,11,7,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100
12932,92,118,143,71,94,0,0,0,0,55,23,0,44,0,0,0,12,44,0,0,0,0,0,0,0,0,0
12933,89,160,81,71,94,14,32,0,2,0,38,7,0,62,13,0,0,0,0,0,0,0,0,0,0,0,0
12934,91,79,77,71,94,0,0,56,17,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30
12935,84,107,76,71,94,0,18,28,0,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12936,133,77,76,71,94,2,1,54,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12937,65,113,76,71,94,1,2,0,0,46,0,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0
12938,110,106,76,71,94,37,25,5,4,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12939,59,77,161,77,94,0,0,23,25,1,0,0,0,0,0,0,0,55,16,0,0,0,0,0,0,0,0
12940,74,77,76,71,94,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12941,75,78,76,71,94,0,0,2,33,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100
12942,110,84,77,72,94,28,18,1,2,32,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12943,72,78,76,74,94,2,0,0,0,55,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,100
12944,37,131,76,71,94,1,0,2,1,0,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12945,41,97,77,74,94,0,1,2,2,1,7,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40
12946,112,82,76,73,94,31,31,0,0,33,13,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
12947,115,77,76,71,94,0,44,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12948,149,77,76,71,94,21,45,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12949,58,122,116,71,94,46,0,0,0,0,0,2,5,0,19,54,0,0,0,0,0,0,0,0,0,0,0
12950,59,77,86,86,94,23,25,1,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,100
