,climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime3,Sa,Goal
12446,335.0,-42.0,-0.39,0.02,-1.7,-17.0,9.0,0.021,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.029
12447,353.0,-41.0,-0.35,0.01,-1.7,-17.0,9.0,0.02,0.3,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,-0.0009,0.028
12448,373.0,-40.0,-0.31,0.02,-1.8,-17.0,10.0,0.02,0.3,-0.0007,-0.0008,-0.0008,-0.0009,0.0001,0.0001,-0.0009,0.03
12449,414.0,-18.0,0.5,0.15,-1.4,-16.0,-3.0,0.021,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,-0.0002,0.0,-0.0008,0.031
12450,276.0,-4.0,0.45,0.2,-0.3,-15.0,-10.0,-0.01,0.0,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,-0.0014,0.032
12451,-113.0,1.0,0.29,0.27,0.7,-14.0,-16.0,-0.002,-0.4,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.029
12452,-232.0,-7.0,0.06,0.14,1.1,-14.0,-3.0,-0.015,-1.0,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,-0.0014,0.027
12453,75.0,-18.0,-0.35,0.1,-0.3,-15.0,1.0,-0.006,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.028
12454,43.0,-15.0,-0.26,0.14,-1.0,-16.0,-3.0,0.007,0.1,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0.0,-0.0011,0.027
12455,8.0,-15.0,0.12,0.14,-1.1,-16.0,-3.0,0.016,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.028
12456,-155.0,-18.0,0.12,0.19,-0.6,-16.0,-8.0,-0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.026
12457,-101.0,-27.0,-0.02,0.08,-0.4,-15.0,3.0,-0.004,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.025
12458,181.0,-25.0,-0.12,0.04,-0.7,-16.0,7.0,-0.003,-0.1,-0.0011,-0.0011,-0.0011,-0.0012,0.0,0.0001,-0.0012,0.027
12459,-130.0,-13.0,-0.08,0.19,-0.3,-15.0,-9.0,-0.011,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.023
12460,35.0,-19.0,-0.12,0.01,-0.7,-16.0,10.0,0.001,0.0,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,-0.0011,0.024
12461,183.0,-14.0,0.05,0.07,-0.8,-16.0,5.0,0.007,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.026
12462,117.0,-7.0,0.21,0.17,-0.5,-15.0,-8.0,0.007,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.027
12463,-157.0,-8.0,0.14,0.21,0.2,-15.0,-12.0,-0.006,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.024
12464,-237.0,-18.0,0.01,0.09,0.3,-15.0,-1.0,-0.006,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.021
12465,287.0,-19.0,-0.1,-0.06,0.2,-15.0,15.0,-0.003,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.024
12466,397.0,-11.0,-0.14,0.16,0.0,-15.0,-6.0,-0.004,-1.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.026
12467,126.0,7.0,-0.24,0.2,-0.8,-16.0,-10.0,-0.003,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.024
12468,74.0,8.0,-0.25,0.13,-0.9,-16.0,-9.0,-0.002,0.4,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.023
12469,87.0,10.0,-0.24,0.11,-1.3,-16.0,3.0,0.001,-0.5,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.026
12470,81.0,11.0,-0.23,0.3,-1.5,-16.0,-10.0,0.0,-2.7,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.025
12471,-228.0,6.0,0.11,0.2,-1.9,-17.0,-8.0,0.011,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.023
12472,-151.0,-10.0,0.45,0.09,-0.3,-15.0,1.0,-0.004,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.025
12473,-270.0,-17.0,0.22,0.18,0.5,-14.0,-8.0,-0.014,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.021
12474,-253.0,-25.0,0.04,0.03,0.7,-14.0,13.0,-0.011,-1.0,-0.0013,-0.0012,-0.0012,-0.0012,-0.0003,0.0,-0.0012,0.02
12475,20.0,-30.0,-0.36,-0.04,0.3,-15.0,12.0,-0.016,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.021
12476,357.0,-20.0,-0.35,0.01,-1.0,-16.0,10.0,0.005,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.024
12477,11.0,13.0,0.36,0.2,-0.8,-16.0,-11.0,-0.004,0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.021
12478,21.0,12.0,0.17,0.05,-0.1,-15.0,4.0,-0.011,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.023
12479,-57.0,12.0,-0.01,0.17,0.1,-15.0,-6.0,-0.004,-0.6,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.024
12480,-238.0,8.0,-0.07,0.2,0.1,-15.0,-13.0,-0.004,0.4,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.022
12481,-292.0,-6.0,-0.03,0.09,-0.2,-15.0,1.0,0.002,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.021
12482,321.0,3.0,-0.08,0.08,-0.9,-16.0,3.0,0.0,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.022
12483,288.0,21.0,0.13,0.13,-0.8,-16.0,-3.0,0.006,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.024
12484,-253.0,25.0,0.17,0.27,0.1,-15.0,-20.0,-0.012,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.02
12485,-304.0,8.0,-0.27,0.06,0.0,-15.0,4.0,-0.015,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.021
12486,-249.0,-5.0,-0.25,0.09,-0.9,-16.0,2.0,0.005,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,-0.0009,0.019
12487,1.0,-13.0,0.17,0.02,-1.1,-16.0,10.0,0.015,-0.2,-0.0008,-0.0008,-0.0008,-0.0007,0.0,-0.0002,-0.0007,0.02
12488,176.0,-8.0,0.2,0.05,-0.5,-15.0,6.0,-0.003,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.021
12489,13.0,22.0,0.17,0.11,0.6,-14.0,-3.0,0.001,-0.1,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,-0.0009,0.022
12490,-322.0,14.0,-0.11,0.19,0.7,-14.0,-12.0,-0.008,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.019
12491,-290.0,1.0,-0.28,0.02,0.3,-15.0,5.0,-0.008,0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,-0.0011,0.017
12492,47.0,-6.0,-0.06,-0.07,-0.2,-15.0,16.0,0.013,0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0007,0.021
12493,-153.0,-3.0,-0.19,0.15,-0.7,-16.0,-6.0,-0.003,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.019
12494,-15.0,-13.0,0.31,0.07,-0.4,-15.0,3.0,0.007,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12495,-8.0,-13.0,0.13,0.1,0.6,-14.0,-2.0,-0.008,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.018
12496,196.0,-9.0,-0.39,0.02,0.3,-15.0,8.0,-0.017,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.02
12497,243.0,-7.0,-0.46,0.14,0.0,-15.0,7.0,-0.008,-0.9,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0001,-0.0011,0.019
12498,239.0,-3.0,-0.41,0.05,-0.4,-15.0,-2.0,0.01,1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12499,224.0,3.0,-0.24,0.13,-0.9,-16.0,-6.0,0.013,0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.021
12500,-74.0,9.0,0.19,0.2,-0.9,-16.0,-11.0,0.011,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.02
12501,-163.0,6.0,0.31,0.13,-0.6,-16.0,-3.0,0.01,0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.021
12502,-347.0,-5.0,0.19,0.18,0.2,-15.0,-9.0,-0.013,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.02
12503,-416.0,-10.0,0.08,0.08,0.3,-15.0,-7.0,-0.016,1.5,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.019
12504,-394.0,-24.0,-0.14,0.07,0.2,-15.0,2.0,-0.01,-0.2,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0001,-0.0011,0.017
12505,19.0,-38.0,0.12,-0.03,0.1,-15.0,12.0,0.007,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.019
12506,256.0,-21.0,-0.18,0.07,0.1,-15.0,3.0,-0.005,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.02
12507,162.0,-6.0,-0.3,0.14,-1.0,-16.0,-4.0,-0.002,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.019
12508,156.0,-5.0,-0.31,0.14,-1.0,-16.0,-4.0,-0.002,0.0,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0.0001,-0.001,0.02
12509,-37.0,-1.0,0.04,0.17,-1.5,-16.0,-7.0,0.01,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
12510,8.0,-3.0,0.23,0.06,-1.1,-16.0,5.0,0.005,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12511,-121.0,-6.0,0.28,0.14,1.0,-14.0,-5.0,-0.011,-0.4,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.019
12512,-156.0,-13.0,-0.13,0.08,1.2,-14.0,-1.0,-0.014,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.018
12513,17.0,-18.0,-0.45,0.03,0.2,-15.0,6.0,-0.008,0.0,-0.001,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.019
12514,132.0,-14.0,-0.38,0.08,-1.2,-16.0,3.0,0.005,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.018
12515,249.0,-7.0,-0.11,0.07,-1.8,-17.0,5.0,0.013,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12516,190.0,6.0,0.35,0.17,-1.5,-16.0,-7.0,0.015,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0007,0.021
12517,154.0,8.0,0.41,0.2,-1.3,-16.0,-7.0,0.003,-0.4,-0.001,-0.001,-0.001,-0.0009,0.0,-0.0002,-0.0009,0.02
12518,-202.0,5.0,-0.28,0.15,-0.8,-16.0,-7.0,-0.007,0.1,-0.0009,-0.0009,-0.0009,-0.0011,0.0001,0.0001,-0.0011,0.019
12519,-213.0,-6.0,0.14,0.1,-1.1,-16.0,1.0,0.016,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.017
12520,-18.0,-12.0,0.43,-0.02,-0.4,-15.0,11.0,0.01,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.018
12521,191.0,-8.0,0.31,0.03,0.7,-14.0,7.0,-0.009,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.02
12522,-52.0,1.0,-0.31,0.13,0.3,-15.0,-5.0,-0.002,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.019
12523,-128.0,-5.0,-0.1,0.12,-0.5,-15.0,-3.0,0.008,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
12524,-71.0,-9.0,0.09,0.06,-0.5,-15.0,4.0,0.008,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.019
12525,-76.0,-11.0,0.23,0.12,-0.2,-15.0,-3.0,0.005,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12526,-79.0,-11.0,0.24,0.12,-0.1,-15.0,-3.0,0.005,-0.3,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,-0.0008,0.018
12527,295.0,-1.0,-0.23,0.04,0.3,-15.0,6.0,-0.01,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.019
12528,306.0,1.0,-0.25,0.04,0.3,-15.0,6.0,-0.01,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.018
12529,432.0,22.0,-0.04,0.07,-0.3,-15.0,4.0,0.008,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.019
12530,440.0,31.0,0.05,0.13,-0.3,-15.0,-6.0,0.007,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12531,415.0,36.0,0.07,0.16,-0.3,-15.0,-4.0,-0.007,-0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.021
12532,219.0,47.0,-0.06,0.2,-0.3,-15.0,-12.0,-0.007,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.022
12533,-209.0,48.0,-0.21,0.27,-0.6,-16.0,-19.0,-0.006,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.017
12534,-256.0,40.0,-0.24,-0.02,-1.0,-16.0,18.0,0.0,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.018
12535,146.0,38.0,0.45,0.06,-0.6,-15.0,5.0,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.02
12536,172.0,40.0,0.49,0.22,-0.3,-15.0,3.0,0.003,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.021
12537,-538.0,24.0,-0.16,0.2,1.2,-14.0,-14.0,-0.015,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.018
12538,-474.0,-7.0,-0.37,0.03,0.3,-15.0,7.0,-0.004,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.016
12539,49.0,-21.0,0.2,-0.08,-0.3,-15.0,19.0,0.021,-0.2,-0.0006,-0.0006,-0.0006,-0.0005,-0.0002,-0.0001,-0.0005,0.017
12540,214.0,-18.0,0.29,0.03,0.1,-15.0,6.0,0.002,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
12541,291.0,-9.0,0.3,0.06,0.7,-14.0,3.0,-0.002,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12542,-144.0,4.0,-0.37,0.14,0.3,-15.0,-7.0,-0.006,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.021
12543,-155.0,4.0,-0.38,0.14,0.2,-15.0,-7.0,-0.006,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.02
12544,-386.0,-10.0,-0.19,0.18,-0.7,-16.0,-9.0,0.008,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
12545,-268.0,-31.0,0.38,0.04,-0.4,-15.0,6.0,0.016,-0.2,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,-0.0002,-0.0006,0.017
12546,-256.0,-32.0,0.4,0.05,-0.3,-15.0,6.0,0.012,-0.2,-0.0008,-0.0008,-0.0008,-0.0007,-0.0002,-0.0002,-0.0007,0.018
12547,142.0,-37.0,-0.26,0.04,0.5,-14.0,5.0,-0.01,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,-0.001,0.019
12548,153.0,-37.0,-0.28,0.04,0.5,-15.0,5.0,-0.01,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.018
12549,259.0,-23.0,-0.15,0.08,-0.5,-15.0,3.0,0.005,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12550,33.0,-8.0,0.21,0.17,-0.5,-15.0,-9.0,0.009,0.0,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0007,0.021
12551,-203.0,-11.0,0.01,0.22,-0.2,-15.0,-14.0,-0.016,0.1,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0.0,-0.0012,0.018
12552,-196.0,-25.0,0.16,0.06,0.0,-15.0,3.0,0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.016
12553,5.0,-29.0,0.27,-0.04,0.4,-15.0,14.0,0.006,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.017
12554,264.0,-24.0,0.24,-0.04,1.0,-14.0,13.0,-0.005,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.02
12555,91.0,-5.0,-0.22,0.14,1.1,-14.0,-8.0,-0.009,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.019
12556,-159.0,-10.0,0.06,0.12,0.4,-15.0,-4.0,0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
12557,-111.0,-16.0,0.25,0.05,0.8,-14.0,4.0,0.007,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.019
12558,-194.0,-24.0,-0.48,0.12,0.6,-14.0,-5.0,-0.024,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.018
12559,-202.0,-28.0,-0.72,0.06,-0.2,-15.0,5.0,-0.019,0.5,-0.001,-0.0013,-0.0013,-0.0013,0.0002,0.0,-0.0013,0.017
12560,-185.0,-29.0,-0.76,0.05,-0.5,-15.0,4.0,-0.003,-0.3,-0.0007,-0.0008,-0.0008,-0.001,0.0001,0.0003,-0.001,0.018
12561,129.0,-31.0,0.27,0.04,-1.4,-16.0,8.0,0.026,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.02
12562,64.0,-25.0,0.7,0.17,0.0,-15.0,-8.0,0.011,-0.5,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,-0.0006,0.021
12563,-67.0,-25.0,0.52,0.27,0.8,-14.0,-18.0,-0.033,-1.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.02
12564,-173.0,-26.0,0.34,0.14,1.1,-14.0,-17.0,-0.031,1.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.018
12565,-200.0,-27.0,0.28,0.12,1.1,-14.0,-13.0,-0.031,2.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.019
12566,-220.0,-27.0,0.22,0.14,1.2,-14.0,-10.0,-0.03,1.4,-0.0015,-0.0013,-0.0013,-0.0013,-0.0003,0.0,-0.0013,0.018
12567,-180.0,-34.0,-0.66,0.04,0.8,-14.0,4.0,-0.043,0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,-0.0016,0.016
12568,-29.0,-38.0,-0.85,-0.08,-0.5,-15.0,21.0,0.005,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,-0.0009,0.017
12569,182.0,-35.0,-0.69,0.04,-1.6,-16.0,9.0,0.017,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
12570,218.0,-34.0,-0.62,0.01,-1.8,-17.0,10.0,0.017,0.5,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0001,-0.0008,0.017
12571,349.0,-27.0,-0.15,0.03,-2.4,-17.0,11.0,0.036,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
12572,467.0,2.0,0.79,0.12,-0.8,-16.0,-3.0,0.009,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.02
12573,456.0,6.0,0.83,0.2,-0.3,-15.0,-3.0,0.003,-0.7,-0.0008,-0.0008,-0.0008,-0.0007,0.0,-0.0002,-0.0007,0.021
12574,402.0,11.0,0.82,0.21,0.3,-15.0,-14.0,-0.007,-1.0,-0.0012,-0.001,-0.001,-0.0009,-0.0003,-0.0002,-0.0009,0.02
12575,376.0,12.0,0.79,0.21,0.5,-15.0,-14.0,-0.016,-0.2,-0.0013,-0.0012,-0.0012,-0.001,-0.0003,-0.0003,-0.001,0.021
12576,-94.0,20.0,-0.68,0.21,0.7,-14.0,-15.0,-0.04,0.1,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,-0.0016,0.02
12577,-197.0,18.0,-0.89,0.14,0.0,-15.0,-12.0,-0.009,1.1,-0.001,-0.0011,-0.0011,-0.0011,0.0002,0.0,-0.0011,0.019
12578,-257.0,12.0,-0.74,0.13,-1.2,-16.0,-3.0,0.019,0.0,-0.0005,-0.0007,-0.0007,-0.0007,0.0002,0.0001,-0.0007,0.018
12579,-182.0,5.0,0.05,0.05,-2.0,-17.0,6.0,0.043,0.4,-0.0002,-0.0002,-0.0002,-0.0003,0.0,0.0,-0.0003,0.02
12580,-205.0,0.0,0.72,0.14,-1.3,-16.0,-8.0,0.038,1.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.021
12581,-217.0,-1.0,0.79,0.15,-1.2,-16.0,-7.0,0.036,0.7,-0.0004,-0.0002,-0.0002,-0.0002,-0.0003,0.0,-0.0002,0.02
12582,-227.0,-2.0,0.86,0.17,-1.0,-16.0,-6.0,0.035,0.0,-0.0006,-0.0004,-0.0004,-0.0002,-0.0003,-0.0003,-0.0002,0.021
12583,-557.0,-18.0,0.45,0.22,1.0,-14.0,-17.0,-0.028,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.019
12584,-677.0,-26.0,0.23,0.06,1.3,-14.0,-13.0,-0.03,2.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.02
12585,-693.0,-28.0,0.17,0.04,1.3,-14.0,-7.0,-0.03,3.0,-0.0011,-0.0013,-0.0013,-0.0013,0.0002,0.0,-0.0013,0.018
12586,-677.0,-56.0,0.12,0.05,1.6,-13.0,2.0,0.001,0.2,-0.0008,-0.0008,-0.0008,-0.0008,-0.0002,0.0,-0.0008,0.019
12587,-671.0,-70.0,-0.03,0.13,1.6,-13.0,-4.0,-0.025,-1.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.015
12588,28.0,-99.0,-0.42,-0.14,0.2,-15.0,24.0,0.004,-0.2,-0.0007,-0.0009,-0.0009,-0.0009,0.0002,0.0,-0.0009,0.016
12589,245.0,-97.0,-0.23,-0.07,-0.2,-15.0,18.0,0.025,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
12590,405.0,-89.0,0.08,0.02,-0.3,-15.0,3.0,0.02,0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,-0.0006,0.019
12591,437.0,-75.0,0.05,0.07,0.0,-15.0,-1.0,-0.006,0.6,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,-0.001,0.018
12592,437.0,-74.0,0.04,0.08,0.0,-15.0,1.0,-0.006,0.4,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0.0001,-0.001,0.019
12593,404.0,-58.0,0.21,0.12,0.3,-15.0,-4.0,0.008,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.02
12594,288.0,-49.0,0.31,0.16,0.7,-14.0,-11.0,0.005,0.6,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0007,0.021
12595,-220.0,-45.0,-0.27,0.22,0.9,-14.0,-16.0,-0.018,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,-0.0012,0.016
12596,-200.0,-53.0,-0.48,-0.02,0.3,-15.0,21.0,-0.011,-1.6,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0011,0.017
12597,88.0,-55.0,-0.24,0.01,-0.9,-16.0,10.0,0.014,-0.1,-0.0005,-0.0007,-0.0007,-0.0007,0.0002,0.0,-0.0007,0.018
12598,107.0,-54.0,-0.21,0.01,-0.9,-16.0,10.0,0.015,0.0,-0.0005,-0.0005,-0.0005,-0.0007,0.0,0.0002,-0.0007,0.017
12599,260.0,-49.0,0.28,0.02,-0.8,-16.0,9.0,0.031,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
12600,370.0,-40.0,0.56,0.07,0.1,-15.0,2.0,0.003,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.02
12601,-35.0,-21.0,-0.43,0.18,1.2,-14.0,-12.0,-0.028,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,-0.0013,0.018
12602,-67.0,-25.0,-0.8,0.04,-0.5,-15.0,5.0,-0.002,0.6,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0001,-0.001,0.017
12603,-9.0,-25.0,-0.7,0.01,-1.1,-16.0,9.0,0.016,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
12604,271.0,-17.0,0.26,0.05,-2.1,-17.0,8.0,0.028,0.0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,-0.0005,0.019
12605,327.0,-12.0,0.5,0.15,-1.7,-17.0,-1.0,0.022,-1.6,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,-0.0006,0.02
12606,289.0,-5.0,0.55,0.16,-1.1,-16.0,-7.0,-0.003,-0.3,-0.0013,-0.0011,-0.0011,-0.0009,-0.0003,-0.0002,-0.0009,0.022
12607,-67.0,1.0,-0.15,0.27,-0.6,-15.0,-18.0,-0.03,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,-0.0014,0.02
